,Unnamed: 0,fermi level,fermi width,e_form,gap is direct,mu_b,vbm,cbm,gap gllbsc
51,51,0.159573578163,0.0018374654734,0.92,True,-0.00011905261643746233,6.081395431609674,6.081395431609674,0.0
52,52,0.193574177671,0.0018374654734,0.98,True,0.0008942537507365953,5.886866824639223,5.886866824639223,0.0
53,53,0.09243810651889997,0.0018374654734,3.2,True,-0.15543220261327545,5.327703488562246,5.327703488562246,0.0
54,54,0.210951070609,0.0018374654734,1.48,True,-0.00018271127132582244,5.604608473795458,5.604608473795458,0.0
55,55,0.238218407354,0.0018374654734,1.36,True,-0.00033230794781361595,6.088069399462923,6.088069399462923,0.0
56,56,0.208231966318,0.0018374654734,1.78,True,0.4918256467866336,5.8949518344709775,5.8949518344709775,0.0
57,57,0.241972154155,0.0018374654734,0.84,True,1.184776566230749,5.845281928698197,5.845281928698197,0.0
58,58,0.162235946438,0.0036749309468,0.36,True,-4.1278956393335236e-14,5.685190203164932,5.685190203164932,0.0
59,59,0.282868047292,0.0018374654734,0.64,True,-2.5599279369761545,5.887464878242548,5.887464878242548,0.0
60,60,0.263967278181,0.0018374654734,1.44,True,0.959532223888452,5.975007474362156,5.975007474362156,0.0
61,61,0.224336631281,0.0018374654734,0.0,True,0.0005116290268070145,5.6356769471485455,4.995676947148545,0.6
62,62,0.244021774571,0.0036749309468,1.24,True,1.333452124325678,5.858753294700747,5.858753294700747,0.0
63,63,0.276558225898,0.0018374654734,1.36,True,1.9999849580957585,5.1724941097683965,5.1724941097683965,0.0
64,64,0.112923448883,0.0018374654734,1.9,True,0.0,4.4845142456769445,4.4845142456769445,0.0
65,65,0.190262608076,0.0036749309468,1.54,True,2.0203728470989976e-15,6.5416408651266496,6.5416408651266496,0.0
66,66,0.221679144238,0.0036749309468,0.86,True,0.8107075358091826,6.4303035378132005,6.4303035378132005,0.0
67,67,0.32884613124,0.0018374654734,1.48,True,0.015630628320254303,5.7505469806141365,5.7505469806141365,0.0
68,68,0.195875429215,0.0018374654734,1.1,True,3.017902597489357,5.956425060462093,5.956425060462093,0.0
69,69,0.107269033914,0.0036749309468,3.34,True,0.0022379431133767733,5.62957835030237,5.62957835030237,0.0
70,70,0.285953923832,0.0036749309468,1.08,True,-0.0002367198247745348,6.389331818499652,6.389331818499652,0.0
71,71,0.153421229986,0.0018374654734,3.74,True,6.985897116098582,4.998409719592184,4.998409719592184,0.0
72,72,0.262451137176,0.0018374654734,0.82,True,-0.00026651520849796357,5.4125996695287695,5.4125996695287695,0.0
73,73,0.326991361717,0.0018374654734,2.3,True,1.9606625683160968,6.516376284318942,6.516376284318942,0.0
74,74,0.00768886725979,0.0036749309468,3.2,True,0.0,5.775820825763488,5.775820825763488,0.0
75,75,0.217368178093,0.0018374654734,1.9,True,0.3284946182754034,6.138889762220112,6.138889762220112,0.0
76,76,0.087388528657,0.0018374654734,2.98,True,1.663751199517897,5.233018406609547,5.233018406609547,0.0
77,77,0.157708354649,0.0036749309468,1.38,True,7.710761614099226e-05,6.373957613065964,6.373957613065964,0.0
78,78,0.291377535323,0.0018374654734,0.42,True,-4.4415300156622415,5.832087026740693,5.832087026740693,0.0
79,79,0.231408483941,0.0018374654734,1.0,True,0.0016327339808910324,5.683927045789791,5.683927045789791,0.0
80,80,0.275260341811,0.0036749309468,1.06,True,3.983223982399189,6.064968111024648,6.064968111024648,0.0
81,81,0.07906242718949999,0.0018374654734,1.6,True,2.423098366766469,5.779740150392501,5.779740150392501,0.0
82,82,0.159693374534,0.0018374654734,2.04,True,1.7337159197968857,5.554814740632427,5.554814740632427,0.0
83,83,0.189160355381,0.0018374654734,0.96,True,0.4693316806218544,6.10705796045139,6.10705796045139,0.0
84,84,0.200359482647,0.0018374654734,2.22,True,-0.17606357269482184,5.523031461315774,5.523031461315774,0.0
85,85,0.32079621154,0.0018374654734,1.9,True,1.5138164368307159,6.195954362822671,6.195954362822671,0.0
86,86,0.195744138119,0.0018374654734,1.12,True,0.5615053193172379,6.014756041316128,6.014756041316128,0.0
87,87,0.06582049258780001,0.0036749309468,2.8,True,0.0,5.800650153152503,5.800650153152503,0.0
88,88,0.289415857571,0.0018374654734,0.62,True,2.0972605377310902,6.098906210112907,6.098906210112907,0.0
89,89,0.13058939363299998,0.0036749309468,1.86,True,0.0,6.0374288780894085,6.0374288780894085,0.0
90,90,0.11877889933,0.0018374654734,1.72,True,0.9273311096240208,5.70673527156507,5.70673527156507,0.0
91,91,0.204884164535,0.0018374654734,1.32,True,0.9459844061456018,5.97950274008603,5.97950274008603,0.0
92,92,0.257471185725,0.0036749309468,0.76,True,1.4355399589376103,6.521430675883804,6.521430675883804,0.0
93,93,0.198703248146,0.0018374654734,1.44,True,0.3798259245655444,5.8164281944235325,5.8164281944235325,0.0
94,94,0.17331969859700005,0.0018374654734,2.32,True,-9.07800364518095e-05,5.577802365367195,5.577802365367195,0.0
95,95,0.327441473227,0.0018374654734,1.16,True,0.0029497442300883137,5.846234295441625,5.846234295441625,0.0
96,96,0.100915836304,0.0018374654734,3.6,True,6.135706983511593,5.284020148523839,5.284020148523839,0.0
97,97,0.290633102623,0.0018374654734,1.44,True,0.5060170554874279,5.882862149622192,5.882862149622192,0.0
98,98,0.243414222915,0.0018374654734,0.56,False,-7.569040614305127e-06,6.241576243946173,5.741576243946173,0.5
99,99,0.20213028392700005,0.0018374654734,2.38,True,3.0451356129785974,6.1255972375344605,6.1255972375344605,0.0
100,100,0.145205052224,0.0036749309468,1.08,True,0.0018141185901789927,5.9260798371316765,5.9260798371316765,0.0
101,101,0.262573032201,0.0018374654734,1.48,True,-0.0017722164418136172,5.9470517425296725,5.9470517425296725,0.0
102,102,0.391158150595,0.0018374654734,1.02,True,1.4651991681661194,5.727452805992024,5.727452805992024,0.0
103,103,0.31911519801800003,0.0018374654734,0.42,True,3.382523152239969e-05,6.231897895041852,6.231897895041852,0.0
104,104,0.210894589705,0.0018374654734,1.64,True,-0.0009094186633732332,5.093260805393603,5.093260805393603,0.0
105,105,0.0713427113435,0.0036749309468,2.58,True,0.0,5.576147466805134,5.576147466805134,0.0
106,106,0.282204477473,0.0018374654734,0.62,True,2.7671079231005145,5.349755682965147,5.349755682965147,0.0
107,107,0.154860342854,0.0018374654734,1.7,True,0.5010688497459996,6.166891234350505,6.166891234350505,0.0
108,108,0.114802713479,0.0018374654734,2.8,True,4.999952678508844,4.779982072194937,4.779982072194937,0.0
109,109,0.282822380571,0.0036749309468,1.54,False,-3.956730537408895e-18,6.879079761931172,6.479079761931173,0.4
110,110,0.264437557174,0.0018374654734,1.62,True,-1.6417224246741486,6.044876189920497,6.044876189920497,0.0
111,111,0.322082099891,0.0018374654734,1.0,True,3.0713925143561616,6.096041705382657,6.096041705382657,0.0
112,112,0.375985911151,0.0018374654734,1.98,True,0.18790443714661367,6.153505442350575,6.153505442350575,0.0
113,113,0.258687267033,0.0018374654734,1.96,True,2.3825757401750667,5.867082640805656,5.867082640805656,0.0
114,114,0.31519097333900004,0.0036749309468,1.3,True,7.868971829157919e-15,6.3451908253505485,6.3451908253505485,0.0
115,115,0.254138519543,0.0018374654734,1.04,True,1.999731752623308,6.141869072400478,6.141869072400478,0.0
116,116,0.182138647199,0.0018374654734,1.3,True,0.6695813999128042,5.964019314004662,5.964019314004662,0.0
117,117,0.322333832936,0.0018374654734,2.18,True,-0.00014178427359407298,5.574936007962736,5.574936007962736,0.0
118,118,0.201317166072,0.0018374654734,1.06,True,0.0022330097951623893,5.867082640805656,5.867082640805656,0.0
119,119,0.129653211635,0.0018374654734,1.7,True,1.5309905609325722,5.248754462783248,5.248754462783248,0.0
120,120,0.411610824731,0.0018374654734,0.7,True,-1.8116882018443485e-05,5.7653983847678525,5.7653983847678525,0.0
121,121,0.20309038759,0.0018374654734,2.18,True,-2.7106199384326946,6.044876189920497,6.044876189920497,0.0
122,122,0.287719391168,0.0018374654734,0.94,True,0.018611219480945348,5.773966061747942,5.773966061747942,0.0
123,123,0.171717382374,0.0018374654734,1.0,True,1.816343664847672,5.704211732777656,5.704211732777656,0.0
124,124,0.301301037141,0.0018374654734,1.1,True,-0.10805876689675868,6.014756041316128,6.014756041316128,0.0
125,125,0.308048642935,0.0036749309468,0.54,True,4.233811793900175e-13,6.278219259764246,6.278219259764246,0.0
126,126,0.0981393238913,0.0036749309468,1.38,True,2.0901936005932744,5.928074646920407,5.928074646920407,0.0
127,127,0.224685355101,0.0018374654734,0.48,False,8.717546723407987e-05,6.5428557640692775,4.542855764069278,2.0
128,128,0.164006293375,0.0036749309468,1.9,True,2.583413061900864,6.289986161530902,6.289986161530902,0.0
129,129,0.26273109225900004,0.0018374654734,1.78,True,0.5883944233037326,6.200380234986192,6.200380234986192,0.0
130,130,0.09688205699,0.0018374654734,1.02,True,-0.08441423737793252,5.025776554882488,5.025776554882488,0.0
131,131,0.19497760168,0.0018374654734,1.92,True,2.9983361043095296,5.686265463063759,5.686265463063759,0.0
132,132,0.130973816328,0.0018374654734,1.02,True,0.2998838727938633,5.484734102720509,5.484734102720509,0.0
133,133,0.198449505482,0.0036749309468,1.14,True,-8.482413508642826e-08,6.508087657702812,6.508087657702812,0.0
134,134,0.184246272519,0.0036749309468,0.56,True,0.0,5.80024741412528,5.80024741412528,0.0
135,135,0.149288436213,0.0018374654734,1.5,True,0.018219011180638844,5.875177464577295,5.875177464577295,0.0
136,136,0.123554209528,0.0036749309468,1.5,True,4.999252604303892,6.484116735178027,6.484116735178027,0.0
137,137,0.115295270331,0.0018374654734,1.6,True,1.3332958867794886,5.1652690308552085,5.1652690308552085,0.0
138,138,0.272703770598,0.0018374654734,0.44,True,0.09247070531840508,5.767386598224904,5.767386598224904,0.0
139,139,0.137693828657,0.0018374654734,3.26,True,4.999999911999602,5.289681507596116,5.289681507596116,0.0
140,140,0.170008503431,0.0018374654734,0.88,True,2.6670178746542086,5.411764313334742,5.411764313334742,0.0
141,141,0.0756449105087,0.0036749309468,1.42,True,0.9380152845636652,6.7176725573951135,6.7176725573951135,0.0
142,142,0.15855892467399998,0.0018374654734,2.02,True,1.4772628357981752,5.4869074742809065,5.4869074742809065,0.0
143,143,0.13999787696,0.0018374654734,3.14,True,-2.2504006047677434,4.9463785103491125,4.9463785103491125,0.0
144,144,0.20432606929,0.0018374654734,2.52,True,0.687978671611411,5.82668467559834,5.82668467559834,0.0
145,145,0.303270794645,0.0018374654734,1.1,True,2.2648091913270183,5.86639980315712,5.86639980315712,0.0
146,146,0.169957447265,0.0018374654734,2.4,True,4.2056676541187095,5.7677661685921375,5.7677661685921375,0.0
147,147,0.30296671469,0.0018374654734,1.36,True,0.053403477702570264,5.887107080097199,5.887107080097199,0.0
148,148,0.15537255647099998,0.0018374654734,2.24,True,2.8463226926221843,5.94666742732888,5.94666742732888,0.0
149,149,0.199339765898,0.0018374654734,2.22,True,2.9315146077569167,6.070481102598742,6.070481102598742,0.0
150,150,0.229688161682,0.0018374654734,1.26,True,-0.1714736614738883,5.478442359029288,5.478442359029288,0.0
151,151,0.183041544598,0.0036749309468,0.66,True,-0.9863570977622148,6.572094494679563,6.572094494679563,0.0
152,152,0.197867882726,0.0036749309468,1.0,True,-5.698733477896081e-13,6.4650789045252,6.4650789045252,0.0
153,153,0.244028251726,0.0018374654734,1.44,True,2.23664778247894,5.660741281148435,5.660741281148435,0.0
154,154,0.240518454999,0.0036749309468,1.64,True,0.06984096206626766,6.940941617438643,6.940941617438643,0.0
155,155,0.219958229785,0.0018374654734,1.28,True,3.6600554824476665,5.633378210269858,5.633378210269858,0.0
156,156,0.107908209174,0.0018374654734,1.46,True,1.9996694798505,4.965357513608535,4.965357513608535,0.0
157,157,0.211439935718,0.0036749309468,1.78,True,4.187382981321843,6.637923898485199,6.637923898485199,0.0
158,158,0.191792165297,0.0018374654734,2.48,True,0.9011021654621164,4.5070224240233765,4.5070224240233765,0.0
159,159,0.120031075682,0.0018374654734,2.16,True,4.999993386549594,4.914982259641295,4.914982259641295,0.0
160,160,0.209325076979,0.0018374654734,1.78,True,-0.5821920960078061,6.017146230347339,6.017146230347339,0.0
161,161,0.216766952179,0.0018374654734,3.9,True,-0.018884499444080164,5.406596244092064,5.406596244092064,0.0
162,162,0.162888490549,0.0018374654734,0.64,True,-0.0012261906149943786,5.918362103790344,5.918362103790344,0.0
163,163,0.212043107201,0.0018374654734,1.1,True,0.0005404237996273763,5.8401682823754175,5.8401682823754175,0.0
164,164,0.259944033325,0.0018374654734,1.86,True,0.0012535642843349848,6.1727864560889865,6.1727864560889865,0.0
165,165,0.363553330295,0.0036749309468,1.4,True,3.2421417665095613,5.913103586462817,5.913103586462817,0.0
166,166,0.265998119705,0.0018374654734,1.44,True,0.8636294652683887,6.283550738152809,6.283550738152809,0.0
167,167,0.125210459964,0.0018374654734,2.62,True,1.9248403072904487,5.522179757611414,5.522179757611414,0.0
168,168,0.2242829253,0.0018374654734,1.14,True,1.9730706466596108,6.078757220188256,6.078757220188256,0.0
169,169,0.206778944039,0.0036749309468,-0.04,False,4.9892156034924744e-15,7.583701959794139,4.783701959794137,2.8
170,170,0.231131918941,0.0036749309468,1.92,True,-4.320796261454489e-15,6.284581407839652,6.284581407839652,0.0
171,171,0.303359262595,0.0018374654734,0.72,True,0.4809860687513279,5.991504438703276,5.991504438703276,0.0
172,172,0.277458132601,0.0018374654734,0.9,True,0.00047097936397832996,5.477463808439933,5.477463808439933,0.0
173,173,0.275918406809,0.0036749309468,0.44,True,4.344626149682512,5.968710892095367,5.968710892095367,0.0
174,174,0.21464632128,0.0018374654734,1.52,True,-8.35098874526394e-05,6.000090296032169,6.000090296032169,0.0
175,175,0.216671131617,0.0018374654734,2.02,True,3.7938057868454633,5.254236562109782,5.254236562109782,0.0
176,176,0.139702356239,0.0036749309468,1.12,True,1.0187964917098782,6.406908223781048,6.406908223781048,0.0
177,177,0.216842429298,0.0018374654734,0.88,True,0.011324295589091092,5.339622407483751,5.339622407483751,0.0
178,178,0.285826797925,0.0018374654734,1.2,True,1.2168549039408063,5.9627124425295115,5.9627124425295115,0.0
179,179,0.0990222889951,0.0018374654734,3.44,True,0.3315067970286858,4.907757076251843,4.907757076251843,0.0
180,180,0.308874646834,0.0036749309468,1.36,True,1.4634027877391364e-15,6.687301707365331,6.687301707365331,0.0
181,181,0.197267821257,0.0036749309468,0.66,True,-0.5139648724053527,6.3276146630539545,6.3276146630539545,0.0
182,182,0.214554865204,0.0018374654734,1.7,True,0.8910574854732654,6.3672304786696285,6.3672304786696285,0.0
183,183,0.280403744344,0.0018374654734,2.02,True,-0.3466443073598806,5.941984393168862,5.941984393168862,0.0
184,184,0.22573815359700006,0.0018374654734,1.06,True,1.9973682622276905,5.477586730885595,5.477586730885595,0.0
185,185,0.16296616969699998,0.0018374654734,1.24,True,0.27387458714095203,6.021488470496581,6.021488470496581,0.0
186,186,0.116982308235,0.0036749309468,2.46,True,0.0,5.757674291754597,5.757674291754597,0.0
187,187,0.171139284576,0.0036749309468,2.52,True,0.0,6.162769602236807,6.162769602236807,0.0
188,188,0.14665479958,0.0036749309468,2.54,True,0.7983133740436229,6.378112752182102,6.378112752182102,0.0
189,189,0.0483402990494,0.0018374654734,3.08,True,0.0,5.102940366915808,5.102940366915808,0.0
190,190,0.247910354809,0.0018374654734,1.84,True,-2.1109317026613152,6.3509459173756255,6.3509459173756255,0.0
191,191,0.153584506022,0.0018374654734,1.26,True,-2.950202231934399,5.346904565351731,5.346904565351731,0.0
192,192,0.25815642579500003,0.0036749309468,0.9,True,-3.824592499128556e-15,6.3307753113155725,6.3307753113155725,0.0
193,193,0.116260966512,0.0018374654734,1.52,True,1.1154501766779354,5.905686591799906,5.905686591799906,0.0
194,194,0.160211337979,0.0018374654734,2.32,True,5.346045087761175,6.224663239673201,6.224663239673201,0.0
195,195,0.198436192944,0.0018374654734,1.18,True,0.0,5.967188116116137,5.967188116116137,0.0
196,196,0.102511830007,0.0018374654734,1.26,True,0.9938634672008708,4.880530348958813,4.880530348958813,0.0
197,197,0.193263191783,0.0018374654734,1.24,True,-3.1575219116298885,5.8531420403790975,5.8531420403790975,0.0
198,198,0.154075608609,0.0018374654734,1.46,True,1.0911004241406914,5.869818377727442,5.869818377727442,0.0
199,199,0.229273255635,0.0036749309468,1.48,True,3.0605189169956905e-14,6.631736523899662,6.631736523899662,0.0
200,200,0.232971381318,0.0018374654734,2.18,True,0.0188570412879372,6.237701419228874,6.237701419228874,0.0
201,201,0.159611361383,0.0018374654734,1.26,True,4.164580572755009,5.6657402173583575,5.6657402173583575,0.0
202,202,0.161498713696,0.0018374654734,1.88,True,2.76459794132964,6.063970354801263,6.063970354801263,0.0
203,203,0.357002424069,0.0036749309468,0.7,True,1.437589766480664e-15,5.73078430871592,5.73078430871592,0.0
204,204,0.117462797741,0.0018374654734,4.18,True,4.760612676437511,5.254236562109782,5.254236562109782,0.0
205,205,0.313290968085,0.0018374654734,1.18,True,-0.06280496866187724,6.393652087273821,6.393652087273821,0.0
206,206,0.26605974168200003,0.0018374654734,1.1,True,0.21873916538735835,6.214631064378152,6.214631064378152,0.0
207,207,0.148998729371,0.0036749309468,1.64,True,2.003133313445657,5.534834901085676,5.534834901085676,0.0
208,208,0.27457931703,0.0018374654734,1.02,True,0.006212262361980693,6.088161816337039,6.088161816337039,0.0
209,209,0.158108947553,0.0036749309468,0.68,True,0.0075379652642197925,6.270983369951181,6.270983369951181,0.0
210,210,0.212538326818,0.0018374654734,1.18,True,0.0002983370915146109,6.194145103374464,6.194145103374464,0.0
211,211,0.20506172354200006,0.0018374654734,2.1,True,0.0,5.655002322092821,5.655002322092821,0.0
212,212,0.227199311151,0.0018374654734,1.46,True,-1.5812059583708507,5.6779064683408045,5.6779064683408045,0.0
213,213,0.0918032996224,0.0018374654734,3.54,True,0.0,5.407104936164888,5.407104936164888,0.0
214,214,0.11349456794,0.0018374654734,1.92,True,0.0,5.431343374306687,5.431343374306687,0.0
215,215,0.34217719950900005,0.0036749309468,0.68,True,1.546404852272126,6.363121147843593,6.363121147843593,0.0
216,216,0.179008365283,0.0018374654734,0.88,True,0.394657311723293,5.4600894072446495,5.4600894072446495,0.0
217,217,0.309214185921,0.0018374654734,1.42,True,0.03859559480970631,5.688023744667847,5.688023744667847,0.0
218,218,0.314456268513,0.0018374654734,0.54,True,0.004470753488739375,5.961204611019966,5.961204611019966,0.0
219,219,0.227341530585,0.0018374654734,0.56,True,0.0031773613916143964,5.964903989662508,5.964903989662508,0.0
220,220,0.226334347019,0.0036749309468,0.92,False,-4.832313498837028e-16,6.9405629842932,5.640562984293197,1.3
221,221,0.330272194397,0.0018374654734,0.58,True,-4.501784600233443,5.724826578145554,5.724826578145554,0.0
222,222,0.22164748809300006,0.0018374654734,1.16,True,-0.08641776372651633,5.976022925671762,5.976022925671762,0.0
223,223,0.232629062245,0.0018374654734,0.8,True,0.16057764989530374,5.7646778000203325,5.7646778000203325,0.0
224,224,0.283737256928,0.0018374654734,0.64,True,0.052914377688985326,5.931033010434947,5.931033010434947,0.0
225,225,0.174002173917,0.0018374654734,1.22,True,3.834788946938034,6.013062847269553,6.013062847269553,0.0
226,226,0.103851377302,0.0018374654734,1.4,True,1.9993172344783257,4.34676941625414,4.34676941625414,0.0
227,227,0.324993805916,0.0018374654734,0.26,True,-0.2754343580212932,5.475075320043223,5.475075320043223,0.0
228,228,0.309311647594,0.0018374654734,0.82,True,-0.0005500319005393549,5.488123524127178,5.488123524127178,0.0
229,229,0.155008497715,0.0036749309468,1.52,True,-0.7310008196830475,6.472672423704838,6.472672423704838,0.0
230,230,0.278869449624,0.0018374654734,1.54,True,0.6938717242506947,5.6408161109257575,5.6408161109257575,0.0
231,231,0.275372061083,0.0036749309468,-0.06,True,4.0001441433225695,5.674710142273478,5.674710142273478,0.0
232,232,0.269449863975,0.0018374654734,1.36,True,0.046975105865353584,5.898764703991648,5.898764703991648,0.0
233,233,0.262481307334,0.0018374654734,0.98,True,1.3137885044950828,4.97354077531833,4.97354077531833,0.0
234,234,0.278775055707,0.0018374654734,2.04,True,-0.00043340581582829136,6.40413874193617,6.40413874193617,0.0
235,235,0.199921629984,0.0018374654734,1.36,True,0.002601121387350247,6.2808206052950775,6.2808206052950775,0.0
236,236,0.207051768977,0.0018374654734,3.96,True,0.0,5.598295992742952,5.598295992742952,0.0
237,237,0.235278995472,0.0036749309468,0.8,True,1.9739522016948285e-07,6.62259941315668,6.62259941315668,0.0
238,238,0.196425548003,0.0018374654734,1.4,True,2.007888450154489,5.197833638727412,5.197833638727412,0.0
239,239,0.145082246437,0.0018374654734,1.62,True,0.9401333870077018,5.401200235664886,5.401200235664886,0.0
240,240,0.294061672007,0.0018374654734,1.82,True,3.8321392030005437,6.074087266623359,6.074087266623359,0.0
241,241,0.25082873755,0.0018374654734,0.8,True,1.3474181066668651,5.384538349373726,5.384538349373726,0.0
242,242,0.296559522494,0.0018374654734,1.98,True,2.557209289448629,6.077724312172875,6.077724312172875,0.0
243,243,0.170020725251,0.0018374654734,0.78,True,0.32818582192499685,5.552402787523277,5.552402787523277,0.0
244,244,0.231853135728,0.0018374654734,1.32,True,2.2344350529133634,5.946437250705997,5.946437250705997,0.0
245,245,0.0936334631878,0.0036749309468,2.8,True,-1.2798776530267495,6.425443136537204,6.425443136537204,0.0
246,246,0.257363000961,0.0036749309468,1.5,True,4.716505033947112,6.468042467303,6.468042467303,0.0
247,247,0.312415876069,0.0018374654734,0.84,True,1.9986104694678293,5.17378176093862,5.17378176093862,0.0
248,248,0.223948315474,0.0036749309468,1.08,True,0.4514618475274866,6.701019299504418,6.701019299504418,0.0
249,249,0.126199205631,0.0018374654734,1.74,True,-9.635201691174531e-11,4.521775801341863,4.521775801341863,0.0
250,250,0.327894080297,0.0018374654734,0.54,True,0.2556249129258248,5.899146103903608,5.899146103903608,0.0
251,251,0.285239744911,0.0018374654734,0.14,True,0.9996779129553524,5.258623866952076,5.258623866952076,0.0
252,252,0.253345091087,0.0018374654734,1.16,True,-0.0009025296077328694,5.088967930441992,5.088967930441992,0.0
253,253,0.29356379696400003,0.0018374654734,-0.26,True,0.9675342839364556,4.983603532620692,4.983603532620692,0.0
