,Unnamed: 0,nsites,space_group,volume,elastic_anisotropy,G_Reuss,G_VRH,G_Voigt,K_Reuss,K_VRH,K_Voigt,poisson_ratio
128,128,3,191,25.719456339,0.140201065162,249.763045497,252.737515831,255.711986165,250.64614240400002,253.291634054,255.937125705,0.125615618562
129,129,2,221,34.6417992022,0.07048348707989999,116.16065931899999,116.97940015200001,117.798140985,229.230930365,229.230930365,229.230930365,0.281937163809
130,130,16,194,259.015382774,0.0965326116062,83.8094687369,84.6182697073,85.4270706777,178.514078404,178.51656751,178.51905661700005,0.295333828507
131,131,6,139,117.38498674600001,0.995840727887,50.246915879300005,55.1568909271,60.066865974799995,135.536374233,136.801693799,138.067013365,0.322289316334
132,132,2,221,36.9426089564,1.29857358562,27.7584502925,31.363089325300002,34.967728358,184.79182296099998,184.79182296099998,184.79182296099998,0.419683221586
133,133,16,194,262.939691581,0.07864909398799999,104.990446745,105.815960927,106.641475108,232.920320783,232.92282956,232.925338337,0.30272556663600003
134,134,2,221,34.8590546279,0.332668499879,73.3735989545,75.814507464,78.2554159734,191.94310043099998,191.94310043099998,191.94310043099998,0.325484782226
135,135,6,139,137.868608025,1.3443168962099998,10.9567289228,12.3711555555,13.7855821882,39.571253130900004,40.6277336583,41.6842141856,0.361779283646
136,136,16,193,357.460984488,0.17282221041200002,21.5302153171,21.858285325300002,22.1863553335,42.5608998267,42.9959925295,43.4310852324,0.282643418838
137,137,3,123,70.11810129140001,1.79432571268,22.641110296399997,26.5424842757,30.443858254899997,80.6075125966,83.4766763659,86.3458401351,0.35625387180600004
138,138,2,221,44.04065458270001,2.21942553684,23.7315593019,28.9986021761,34.2656450503,75.83338143520001,75.83338143739999,75.8333814396,0.330416702383
139,139,8,194,117.854079791,0.09094182038789997,186.04104071700002,187.708714661,189.376388605,336.739239673,336.958408077,337.17757648099996,0.26508689725
140,140,16,225,236.973583799,14.6597183198,4.79288395721,11.8191168292,18.8453497013,36.9573681184,36.9573682409,36.9573683633,0.355501681215
141,141,16,225,275.69930488299997,9.53057118841,10.1768424187,19.8759545203,29.5750666219,37.5784944559,37.5784946942,37.5784949325,0.275178279532
142,142,12,194,312.873087501,0.137157046983,22.4650186769,22.7731265115,23.0812343461,42.844233845,42.8443838201,42.8445337952,0.274234815467
143,143,4,221,55.8130991342,6.880259938510001,18.2076628925,30.7350081129,43.2623533333,87.47118231379999,87.4711856013,87.47118888889999,0.342733283779
144,144,16,225,220.94334160900002,3.86453783862,39.9097943355,55.333083028500006,70.7563717215,134.95996828399998,134.960007867,134.960047451,0.319649585492
145,145,6,71,97.37343685299999,0.693425276646,101.156509645,108.107796024,115.059082402,243.60006817299998,244.360582359,245.121096545,0.307223359628
146,146,4,221,59.8462228565,0.5556831597590001,121.714781227,128.478266636,135.241752045,270.555960409,270.555960559,270.55596070900003,0.29501336010400003
147,147,4,221,57.586687922399996,0.480347896353,123.200647805,129.118565005,135.036482205,230.48503153299998,230.485031535,230.485031537,0.263972624225
148,148,16,225,238.95983882599998,0.0100597290161,116.67654575899999,116.79391920200001,116.911292644,230.51913398,230.519133991,230.519134001,0.283273838722
149,149,6,71,87.3231776263,1.22921771185,67.3384964261,75.574268354,83.8100402819,189.55051431799998,190.135945762,190.721377205,0.324513091707
150,150,12,62,247.343274735,0.393127564956,26.7362115079,27.6798609886,28.623510469299998,88.95099750440002,90.7379996567,92.5250018089,0.361551712034
151,151,12,194,209.67496427400002,0.183911320221,73.17644939729999,74.5216676572,75.8668859171,225.982715909,225.991663657,226.000611405,0.35145116565800005
152,152,8,216,240.09377298099997,0.344295523666,28.949542748200003,29.9462625425,30.942982336900002,44.6537938046,44.6537938328,44.6537938609,0.225946925315
153,153,36,46,516.882549343,0.153616048356,101.702029042,103.188417714,104.674806386,201.49674318900003,202.24880149700002,203.000859806,0.28197628609000003
154,154,6,191,103.453729958,0.196531740151,74.3256258534,75.7193569875,77.1130881215,176.822666112,177.619679683,178.41669325400002,0.31336991878000003
155,155,2,221,37.7859403477,1.93840631603,33.8258963621,40.3827294773,46.9395625925,75.1904306269,75.1904306288,75.19043063069999,0.272238472254
156,156,26,139,401.779317303,0.102492249481,47.791130913900005,48.2768159751,48.7625010363,80.8473798494,80.8823722006,80.9173645517,0.251085366813
157,157,4,221,105.77714213700001,3.5493395840300006,10.3174053859,13.9791689774,17.640932568900002,61.91155566649999,61.9185747501,61.9255938336,0.395017074246
158,158,2,221,32.5035573481,0.31361787734700003,126.45591550299999,130.421799082,134.387682662,254.641370337,254.641370338,254.641370338,0.28125611531800004
159,159,2,221,30.044319349200002,0.457202663428,68.6156354236,71.7527605504,74.8898856772,206.535266855,206.535266856,206.535266856,0.344322256382
160,160,4,221,56.234756061999995,0.665077571523,61.274705969799996,65.3499492338,69.4251924978,112.623621447,112.623621449,112.623621451,0.256895178649
161,161,24,227,666.9057877390001,0.07542790218880001,7.53950459709,7.59637345483,7.653242312560001,15.9849766228,15.9849770871,15.984977551400002,0.29488222211
162,162,2,221,34.7246472976,0.17302961123,42.068918534699996,42.7968353953,43.524752256000006,81.1563903326,81.1563903444,81.15639035619998,0.275749646652
163,163,12,12,276.601106261,0.4108093690690001,69.8857666824,72.6149836925,75.3442007026,100.873883833,101.896942956,102.920002079,0.212078239557
164,164,8,227,294.161192539,0.335631215444,20.6705364619,21.3643041191,22.0580717762,38.4897574421,38.4897580983,38.489758754499995,0.265799765306
165,165,2,221,30.5808805353,0.324963799846,56.182920848,58.008662391899996,59.8344039358,114.636512967,114.636512973,114.636512979,0.283505715083
166,166,2,221,46.6056117858,3.81081708606,19.7695856274,27.3034130958,34.8372405642,48.41873619689999,48.418736208,48.4187362191,0.262661048769
167,167,16,221,210.088756614,4.92069654734,24.476711733000002,36.5208437076,48.5649756822,177.321568066,177.32573788599998,177.32990770700005,0.40363860553
168,168,4,221,60.8690453163,0.33831649006,88.6069544642,91.60467384540001,94.6023932267,217.20379460200002,217.203794623,217.20379464299998,0.315118350388
169,169,2,187,28.0483659818,1.96623587182,43.3580599433,51.3489943343,59.3399287254,108.049761832,114.707017588,121.364273344,0.305235587204
170,170,12,65,191.46904401400002,0.146808120256,79.8276641537,80.9981148694,82.168565585,108.164645672,108.174701065,108.184756459,0.200393303027
171,171,6,191,111.31200394700001,0.0687410110379,49.143587325,49.4366824224,49.729777519799995,112.922059852,113.435880798,113.949701745,0.30973417979
172,172,4,221,55.60338768020001,0.329322469178,152.169558551,157.18084402600002,162.192129502,250.717680643,250.717680647,250.717680652,0.240720906063
173,173,12,216,257.703674517,0.179927138392,56.635775246099996,57.6548045639,58.6738338817,122.433829567,122.433850961,122.433872355,0.296491556532
174,174,3,123,66.94151462229999,1.16151620569,34.6216655247,38.586607518600005,42.551549512600005,87.0342520803,87.74342095979998,88.4525898393,0.30822837636100003
175,175,8,216,189.100970299,0.7270843196690001,25.6639634256,27.5299499644,29.3959365031,58.2616040189,58.261604018999996,58.2616040191,0.295887731899
176,176,2,123,35.3017365101,0.577775143698,45.4440158883,48.0594640613,50.6749122344,136.64384004,136.797101368,136.950362697,0.342754770855
177,177,16,63,365.342524459,0.879203052238,34.8132667865,37.8030447909,40.7928227952,76.1386884634,76.9152590507,77.6918296381,0.288848199832
178,178,16,63,381.83337717300003,1.03355185777,21.3001783871,23.444521012,25.5888636369,59.213125551400005,60.0073708142,60.801616077,0.327161923698
179,179,16,63,365.938684903,1.12305729937,28.9217063897,32.0637721812,35.2058379727,64.88275872930001,66.07184186319999,67.2609249971,0.29114206645
180,180,6,194,120.294736771,2.79814765035,12.283235082100001,15.640275978900002,18.9973168756,59.1535771785,61.079646902700006,63.005716627,0.382036874646
181,181,4,221,55.977504187,0.27961647103500004,208.148218066,213.968385085,219.788552103,307.183535226,307.183535226,307.183535227,0.21735164252
182,182,4,221,52.029370352799994,1.5167915143900002,44.959837938199996,51.7788162049,58.5977944717,159.303927118,159.312639978,159.32135283899999,0.353377816844
183,183,9,181,133.220466922,0.0528862086355,139.791681396,140.355594707,140.919508018,173.489377877,174.57773413400002,175.66609039099998,0.18297403453
184,184,4,221,61.74091377680001,0.317292993194,109.802947212,113.28691779100001,116.77088836899999,237.05709543400002,237.05709543400002,237.05709543400002,0.293888427767
185,185,6,71,88.63305042420002,0.719687284089,106.48142851600001,114.116956233,121.752483951,246.043090779,246.364334591,246.685578403,0.299374781854
186,186,2,221,44.637114724300005,3.60989296935,22.306260722199998,30.358582097600003,38.4109034729,67.0415808279,67.0415808284,67.041580829,0.303277954348
187,187,10,139,183.82659303900002,0.358092210453,34.8403766086,36.0555169254,37.270657242199995,69.7004277632,70.0251837377,70.3499397122,0.280266360533
188,188,14,4,209.931975547,2.915,30.938,38.512,46.087,36.252,44.713,53.174,0.165
189,189,2,229,127.431560672,3.05147014987,4.38189206259,5.71901334548,7.05613462837,8.85682289677,8.85682289679,8.856822896819999,0.23432463213000004
190,190,24,216,229.44542089599997,0.0244318500299,119.557578375,119.849679656,120.141780938,137.578070663,137.57807066799998,137.57807067299998,0.162448447466
191,191,9,180,107.07457730700001,0.0224810238379,155.990897304,156.308490226,156.626083148,195.328387614,195.535564151,195.742740688,0.184401744903
192,192,8,62,146.183552897,2.423,8.437999999999999,10.124,11.81,19.751,23.943,28.136,0.315
193,193,8,223,126.71436049299999,1.71566106079,72.1755410096,84.5584175348,96.9412940599,266.02910150099996,266.02910150099996,266.02910150099996,0.356298373022
194,194,2,123,30.2720733321,0.17989022374699998,79.2508936537,80.6764893567,82.1020850597,228.3567551,228.357481168,228.358207236,0.341965520497
195,195,16,193,500.19024706,0.41205068875,24.875623538800006,25.665255734899997,26.454887931,34.8345698042,36.4825683416,38.1305668791,0.215068906892
