,Unnamed: 0,e_above_hull,nsites,formation_energy,formation_energy_per_atom
171,171,0.0,16,-6.917738675937509,-0.4323586672460942
172,172,0.0,12,-16.464198254895834,-1.3720165212413196
173,173,0.0,4,-3.2840372561904765,-0.8210093140476191
174,174,0.0,9,-4.436464964999999,-0.4929405516666666
175,175,0.0,15,-13.329757548571436,-0.8886505032380957
176,176,0.0,5,-4.170616176190478,-0.8341232352380956
177,177,0.0,11,-9.57755778,-0.8706870709090908
178,178,0.0,14,-12.341992974999995,-0.8815709267857141
179,179,0.011405798888889151,9,-3.2647765600000014,-0.3627529511111113
180,180,0.0,9,-4.308806500000003,-0.4787562777777781
181,181,0.0,6,-1.9728326900000008,-0.3288054483333334
182,182,0.0,9,-5.0491770900000015,-0.5610196766666667
183,183,0.0,9,-4.988253180000001,-0.5542503533333334
184,184,0.2473311024999996,4,-0.9466354199999998,-0.23665885499999995
185,185,0.0,2,-0.5589994600000008,-0.2794997300000004
186,186,0.20969007006410226,6,-2.5258303600000005,-0.4209717266666668
187,187,0.02799564531250009,4,-0.6872242000000028,-0.1718060500000007
188,188,0.017468891666666764,4,-0.7632817299999992,-0.1908204324999998
189,189,0.0044830658333321356,4,-1.6702310000000011,-0.4175577500000003
190,190,0.026636977500000825,2,-1.7246157699999989,-0.8623078849999994
191,191,0.0,4,-3.5835578099999985,-0.8958894524999996
192,192,0.0219856924999986,2,-1.7415588900000003,-0.8707794450000002
193,193,0.031175997500000108,2,-1.700459396666666,-0.8502296983333331
194,194,0.1226055512500004,4,-0.91077941,-0.2276948525
195,195,0.0,2,-1.7123025900000002,-0.8561512950000001
196,196,0.0,5,-2.7676842300000017,-0.5535368460000004
197,197,0.0,8,-2.725172960000002,-0.34064662000000023
198,198,0.0,12,-8.156694039999998,-0.6797245033333331
199,199,0.0,12,-4.699611250000004,-0.3916342708333336
200,200,0.0,6,-1.2464017200000015,-0.20773362000000026
201,201,0.0,12,-3.7146603799999984,-0.3095550316666665
202,202,0.0,11,-5.365406879999996,-0.4877642618181813
203,203,0.0,10,-4.733960190000001,-0.4733960190000001
204,204,0.0,4,-1.5684352700000002,-0.3921088175
205,205,0.0,3,-0.9563399399999994,-0.3187799799999998
206,206,0.0,8,-2.278317689999998,-0.2847897112499997
207,207,0.0,4,-1.0878640599999994,-0.27196601499999984
208,208,0.3941483316666661,24,9.014079350000003,0.37558663958333344
209,209,0.0,4,-0.4264671300000007,-0.10661678250000016
210,210,0.0,4,-3.9348441,-0.983711025
211,211,0.0,6,-2.301834112380952,-0.38363901873015865
212,212,0.5433316399999999,2,-0.5146921785937497,-0.2573460892968749
213,213,0.0012181050000013016,8,-3.369380849999999,-0.4211726062499999
214,214,0.0,16,-7.577233420000006,-0.4735770887500004
215,215,0.015748036666666458,3,-1.07538044,-0.35846014666666665
216,216,0.0,2,-0.8825750600000006,-0.4412875300000003
217,217,0.0,2,-6.36087746619,-3.180438733095
218,218,0.03799491083333173,6,0.22796946500000104,0.03799491083333351
219,219,0.12802603375000032,6,0.7681562025000019,0.12802603375000032
220,220,0.0,6,-0.2626400599999954,-0.04377334333333257
221,221,0.01802370333333414,6,-3.2639020799999976,-0.5439836799999996
222,222,0.0903767050000006,1,0.0903767050000006,0.0903767050000006
223,223,0.0,12,-5.94604966,-0.4955041383333333
224,224,0.0,13,-4.079026069999999,-0.31377123615384594
225,225,0.0,10,-4.933608580000005,-0.4933608580000005
226,226,0.0,12,-7.841966559999998,-0.653497213333333
227,227,0.002740178333335397,3,-1.44209166,-0.48069722
228,228,0.0,6,-3.112897310000001,-0.5188162183333335
229,229,0.0,6,-2.0578429199999992,-0.3429738199999998
230,230,0.014027294999999995,4,-2.0756720400000006,-0.5189180100000002
231,231,0.08577485620689984,2,0.1435585986206913,0.07177929931034566
232,232,0.0,3,-4.6805164340625005,-1.5601721446875
233,233,0.188076527083334,6,1.1284591624999931,0.18807652708333225
234,234,0.9373830174999912,2,0.39380285875,0.196901429375
235,235,0.001339585909091667,2,-1.82282764,-0.91141382
236,236,0.0,2,-0.32833843500000004,-0.16416921750000002
237,237,0.0,2,-1.7278492466666666,-0.8639246233333333
238,238,0.027451375000000056,2,-1.435413836666665,-0.7177069183333327
239,239,0.0,2,-0.7500655899999993,-0.3750327949999997
240,240,0.0,13,-1.6107550000000008,-0.12390423076923085
241,241,0.0,4,-0.16743541999999856,-0.04185885499999964
242,242,0.016045999000000144,10,-32.7768561325,-3.27768561325
243,243,0.0,5,-4.312875736666662,-0.8625751473333324
244,244,0.0,2,-4.00224745609375,-2.001123728046875
245,245,0.006926303624999797,20,-59.08018320500001,-2.9540091602500005
246,246,0.0,5,-9.650343501250003,-1.9300687002500003
247,247,0.0,5,-9.290126861250002,-1.8580253722500004
248,248,0.038977581111108606,18,-49.38479601928573,-2.743599778849207
249,249,0.0,4,-1.386035230000001,-0.34650880750000024
250,250,0.0,3,0.0,0.0
251,251,0.003209880714285518,14,-43.05319793999999,-3.0752284242857137
252,252,0.0,4,-1.3728837474999978,-0.34322093687499944
253,253,0.0,10,-28.85687952750001,-2.8856879527500015
254,254,0.0,18,-48.36955612,-2.687197562222221
255,255,0.0,4,-5.9978837775,-1.499470944375
256,256,0.0,4,-5.668789595,-1.41719739875
257,257,0.0,6,-2.9984201000000006,-0.4997366833333334
258,258,0.0,9,-5.886772596666673,-0.6540858440740749
259,259,0.0,9,-6.452851404999998,-0.7169834894444441
260,260,0.0,9,-4.76448516,-0.5293872399999999
261,261,0.05164520268749938,8,-1.8255744393749964,-0.2281968049218745
262,262,0.19437660700000148,10,-17.0221587065625,-1.70221587065625
263,263,0.18187543412812526,10,-16.3325181115625,-1.63325181115625
264,264,0.17768342692812394,10,-16.3042080915625,-1.63042080915625
265,265,0.037328660000000013,8,-0.6594588400000063,-0.08243235500000079
266,266,0.0,6,-2.8208841299999983,-0.4701473549999997
267,267,0.003079639999999939,2,0.006159279999999878,0.003079639999999939
268,268,0.0,16,-12.819445270000005,-0.8012153293750002
269,269,0.08700289583333376,12,0.9277459389655291,0.07731216158046078
270,270,0.0,5,-3.2900274374999974,-0.6580054874999994
271,271,0.0,3,-2.170817894999999,-0.7236059649999996
272,272,0.0,6,-4.87187582,-0.8119793033333332
273,273,0.0,5,-2.334854489999998,-0.4669708979999996
274,274,0.0,6,-2.9100757999999978,-0.4850126333333329
275,275,0.0,20,-54.90490555500003,-2.7452452777500014
276,276,0.0,20,-52.77418332500001,-2.6387091662500004
277,277,0.0,16,-15.607038878750005,-0.9754399299218752
278,278,0.0,12,-6.62840714,-0.5523672616666667
279,279,0.0,4,-0.9983069400000008,-0.24957673500000024
280,280,0.0,9,-8.18805235,-0.9097835944444445
281,281,0.0,9,-3.190128365000003,-0.35445870722222256
282,282,0.0,10,-3.6690595499999934,-0.3669059549999993
283,283,0.0,6,-0.5905159316666655,-0.09841932194444424
284,284,0.0,5,-0.6466184900000016,-0.12932369800000032
285,285,0.0,16,-14.967006888749992,-0.9354379305468744
286,286,0.0,7,-2.053809906249996,-0.2934014151785708
287,287,0.0,14,-24.135451425,-1.7239608160714286
288,288,0.08014754499999821,6,0.4808852699999946,0.0801475449999991
289,289,0.0,5,-2.1664104600000016,-0.4332820920000003
290,290,0.0,5,-2.2475468983333333,-0.4495093796666666
291,291,0.0,4,-0.5508209099999988,-0.1377052274999997
292,292,0.0,5,-3.6415322099999936,-0.7283064419999988
293,293,0.0,5,-5.33956791,-1.067913582
294,294,0.0,3,-2.9048977624999988,-0.9682992541666664
295,295,4.4499999951597147e-07,24,-3.1038767495238204,-0.12932819789682584
296,296,0.0,3,-1.4138719599999998,-0.4712906533333333
297,297,0.0,6,-0.5620373699999988,-0.0936728949999998
298,298,0.0,24,-54.89232315999999,-2.2871801316666662
299,299,0.0,8,-5.173194034999998,-0.6466492543749998
300,300,0.0,24,-80.48684817665999,-3.3536186740275
301,301,0.0,22,-76.05369390999334,-3.4569860868178792
302,302,0.0,20,-68.69431730427999,-3.4347158652139997
303,303,0.004083345833333585,12,-24.34495613952,-2.02874634496
304,304,0.0023452162499992824,12,-40.19529514952001,-3.3496079291266674
305,305,9.833333334263727e-06,12,-36.60443921952,-3.0503699349599995
306,306,0.0,12,-6.248796775000002,-0.5207330645833336
307,307,0.005679952727271953,22,-82.2052102225,-3.7366004646590913
308,308,0.0,6,-10.89070823476,-1.8151180391266664
309,309,0.0,4,0.0,0.0
310,310,0.0,8,-0.3907429499999893,-0.048842868749998665
311,311,0.0,16,-31.792456722499992,-1.9870285451562493
312,312,0.0,11,-11.390619214627971,-1.0355108376934523
313,313,0.2346580196875005,8,-10.205232454375,-1.275654056796875
314,314,0.010383577727274051,22,-0.3016497899999848,-0.0137113540909084
315,315,0.06172612721749893,4,-0.7185723048893138,-0.17964307622232845
316,316,0.0659173934374997,4,-0.1554139800000005,-0.03885349500000013
317,317,0.0,12,-21.72861610437501,-1.8107180086979169
318,318,0.004440849138582337,10,-19.801750067645003,-1.9801750067645003
319,319,0.025910512916667017,24,-66.53042912624997,-2.7721012135937486
320,320,0.0,9,-6.679491299999995,-0.7421656999999995
321,321,0.0,10,-31.9554917825,-3.19554917825
322,322,0.008243476666669025,10,-6.9302457999999945,-0.6930245799999994
323,323,0.0,16,-27.34352727250001,-1.7089704545312507
324,324,0.5171945782500007,5,2.5859728912500017,0.5171945782500004
325,325,0.0,10,-3.205453470000002,-0.3205453470000002
326,326,0.0008041709374988493,16,-15.864159809999995,-0.9915099881249998
327,327,0.0,8,-4.803814865,-0.600476858125
328,328,0.0,12,-12.94825085,-1.0790209041666667
329,329,0.0,12,-12.659069439999994,-1.054922453333333
330,330,0.0,8,-15.560410337500002,-1.9450512921875005
331,331,0.035577295333333765,3,-0.5072694899999988,-0.16908982999999958
332,332,0.0,12,-5.427229740000001,-0.4522691450000001
333,333,0.01994650083333394,12,-35.77071954619047,-2.9808932955158727
334,334,0.0,10,-8.77610722,-0.877610722
335,335,0.0,8,-6.0608128841666735,-0.7576016105208341
336,336,0.0,10,-7.423842889999998,-0.7423842889999996
337,337,0.0,10,-7.668675790000003,-0.7668675790000001
338,338,0.0,8,-0.7196168333333333,-0.08995210416666666
339,339,0.2370132835833321,5,-0.9905649187499996,-0.19811298374999992
340,340,0.0,4,-1.2814077200000007,-0.3203519300000002
341,341,0.0,6,-9.243033567139996,-1.5405055945233326
342,342,0.0,4,-2.3734267799999955,-0.5933566949999989
343,343,0.09511726500000073,2,-1.495223946666666,-0.7476119733333331
344,344,0.3472630665059544,4,-1.048975186190475,-0.2622437965476188
345,345,0.0,1,0.0,0.0
346,346,0.016753802222222447,6,-1.60795418,-0.26799236333333337
347,347,0.12970111000000006,3,-0.5835976649999992,-0.19453255499999966
348,348,0.18367640078125014,8,-0.4148969049999991,-0.05186211312499989
349,349,0.0024385303846159445,13,-47.048399999519994,-3.6191076922707683
350,350,0.015573327999998552,10,-33.72384199250001,-3.3723841992500008
351,351,0.0,16,-53.06758675999998,-3.316724172499999
352,352,0.0,8,-5.815305149999998,-0.7269131437499996
353,353,0.0,12,-1.6548334510344767,-0.13790278758620644
354,354,0.5332961022777774,5,-12.481407056562505,-2.4962814113125007
355,355,0.1506911449137931,4,-1.23346236137931,-0.3083655903448275
356,356,0.0,8,-3.302825830000004,-0.4128532287500004
357,357,0.0,2,-4.7138035840625,-2.35690179203125
358,358,0.0,3,-1.2983652400000008,-0.4327884133333336
359,359,0.0,14,-11.00837061,-0.7863121864285715
360,360,0.0,9,-6.09088543,-0.6767650477777778
361,361,0.003740256785712326,14,-9.778657769999997,-0.6984755549999997
362,362,0.04719061188644602,3,-1.5116618400000004,-0.5038872800000002
363,363,0.0,12,-10.614292956666667,-0.8845244130555555
364,364,0.0,4,-3.25050465,-0.8126261625
365,365,0.0,10,-28.90162640749999,-2.8901626407499985
366,366,0.011055127152777013,6,-3.5938523087500016,-0.5989753847916669
367,367,0.007168255763874144,6,-3.5490971820833366,-0.5915161970138895
368,368,0.0,12,-7.3772423899999975,-0.6147701991666666
369,369,0.0,8,-3.973392799999992,-0.496674099999999
370,370,0.04773189131944555,4,-0.3837473637499969,-0.0959368409374992
371,371,0.0,4,-4.897057839999999,-1.2242644599999997
372,372,0.0,4,-3.845969359999998,-0.9614923399999996
373,373,0.0,8,-1.2033399399999989,-0.15041749249999992
374,374,0.014014063095237006,7,-2.923063966666668,-0.4175805666666668
375,375,0.0,3,-0.4989285525000042,-0.16630951750000142
376,376,0.05535358933333345,6,-1.9093844400000042,-0.3182307400000006
377,377,0.004014724999991337,4,-1.8347966000000009,-0.4586991500000002
378,378,0.0,8,-5.250717229999999,-0.6563396537499999
379,379,0.01029993166666543,18,-58.93824166500001,-3.274346759166667
380,380,0.0,4,-0.28955983999999896,-0.07238995999999975
381,381,0.24586814666666695,4,0.7798682850000027,0.19496707125000068
382,382,0.003958898593750426,16,-46.82754813999999,-2.9267217587499994
383,383,0.0,18,-62.69398184428,-3.482998991348889
384,384,2.129374999970679e-05,16,-27.32344382250001,-1.7077152389062509
385,385,0.0,9,-5.8156140650000046,-0.6461793405555561
386,386,0.0,12,-33.40300878875001,-2.783584065729168
387,387,0.0,5,-17.9747504565625,-3.5949500913125
388,388,0.0,1,0.0,0.0
389,389,0.0,8,-6.633759319999998,-0.8292199149999995
390,390,0.0,4,-4.372404857187501,-1.0931012142968752
391,391,0.004836746999989927,10,-27.5164234825,-2.7516423482500003
392,392,0.002294697142857239,14,-26.08547395750001,-1.8632481398214296
393,393,0.0,12,-34.03659576,-2.83638298
394,394,0.0,12,-44.64629192,-3.7205243266666654
395,395,0.0,6,-1.0532465699999989,-0.1755410949999998
396,396,0.0031436980555561433,8,-1.4644239650000015,-0.1830529956250002
397,397,0.0,6,-3.577593059999998,-0.5962655099999997
398,398,0.0,16,-19.305277218750007,-1.2065798261718754
399,399,0.0,9,-7.900487120000001,-0.8778319022222223
400,400,0.0,12,-6.098396633333337,-0.5081997194444448
401,401,0.0,9,-6.5011247500000025,-0.7223471944444447
402,402,0.0,10,-8.171860250000002,-0.8171860250000001
403,403,0.01809907666666799,12,-25.280396849999992,-2.106699737499999
404,404,0.4826706199999995,2,-1.7833399349999992,-0.8916699674999995
405,405,0.019174735625001386,6,-3.671408672083338,-0.611901445347223
406,406,0.004923198333333545,18,-62.06110356428,-3.4478390869044446
407,407,0.04781773133333367,10,-3.809379100000001,-0.3809379100000001
408,408,0.0,12,-8.933427989999995,-0.7444523324999995
409,409,0.0,12,-11.14706906,-0.9289224216666666
410,410,0.015738310000000588,2,-3.4993462390625005,-1.7496731195312505
411,411,0.0008903524999999135,2,-1.7574180250000009,-0.8787090125000003
412,412,0.7505724293749996,2,0.4044781276199991,0.2022390638099996
413,413,0.0,10,-35.23885938500001,-3.5238859385000016
414,414,0.13209030075000072,5,-19.269280323750003,-3.8538560647500004
415,415,0.07431206075000141,5,-19.99186849375,-3.99837369875
416,416,0.0928218707500008,5,-20.22797923375,-4.04559584675
417,417,0.030764591810345188,4,-1.082518007758619,-0.27062950193965474
418,418,0.13542163528017515,4,0.20262552224138367,0.05065638056034594
419,419,0.2483161299999992,2,-3.260683322380002,-1.630341661190001
420,420,0.0,2,0.0,0.0
421,421,0.7862863888099998,2,1.5725727776199996,0.7862863888099998
422,422,0.0,5,-3.614686285000001,-0.7229372570000002
423,423,0.0,12,-33.419625200833345,-2.784968766736112
424,424,0.41057150499999984,2,0.4839461299999997,0.24197306499999985
425,425,0.09344754375000086,5,-4.2651994647599984,-0.8530398929519997
426,426,0.19496718675000047,10,-7.515202499520003,-0.7515202499520001
427,427,0.17746418625000082,8,-10.352682086186661,-1.2940852607733326
428,428,0.0,3,-0.3660441799999994,-0.12201472666666645
429,429,0.0,12,-7.171794806666667,-0.5976495672222223
430,430,0.0,3,-1.3585759933333357,-0.4528586644444452
431,431,0.0,16,-2.9817695099999924,-0.18636059437499952
432,432,1.1357854013099995,4,4.543141605239999,1.1357854013099995
433,433,1.1919422188099995,2,2.383884437619999,1.1919422188099995
434,434,0.0,18,-49.13712159583334,-2.7298400886574075
435,435,0.0664538286184202,19,-37.76547210000001,-1.98765642631579
436,436,0.0,24,-67.24433975999997,-2.8018474899999988
437,437,0.0,6,-3.2506330699999992,-0.5417721783333332
438,438,0.0,8,-15.949280568690474,-1.9936600710863093
439,439,0.0,24,-4.135044839999992,-0.17229353499999964
440,440,0.0,24,-4.073670739999997,-0.16973628083333325
441,441,0.0,24,-4.563558169999993,-0.19014825708333305
442,442,0.0,22,-11.268784600000005,-0.5122174818181819
443,443,0.0,18,-8.285931280000014,-0.4603295155555564
444,444,0.0,9,-9.791686732499997,-1.0879651924999996
445,445,0.0,7,-1.9588037362499973,-0.2798291051785711
446,446,0.012904182222222005,9,-4.998104139999995,-0.555344904444444
447,447,0.010537837499997591,12,-3.1823887333333403,-0.2651990611111117
448,448,0.0,2,-0.2367176400000001,-0.11835882000000007
449,449,0.129045508888888,9,-15.73913398375,-1.7487926648611112
450,450,0.0,9,-7.2397864492857185,-0.8044207165873019
451,451,0.0,6,-5.461157686190479,-0.9101929476984132
452,452,0.0,16,-17.512501249999982,-1.0945313281249989
453,453,0.006907943333333222,6,-2.8969381199999984,-0.4828230199999997
454,454,0.1626096833333337,3,-1.149184244999999,-0.3830614149999996
