,Unnamed: 0,nsites,space_group,volume,eij_max
277,277,7.0,82.0,190.57990781400002,0.07749
278,278,7.0,82.0,211.348658097,0.125737
279,279,7.0,82.0,153.98992959,0.035061
280,280,7.0,82.0,147.218893696,0.077081
281,281,7.0,82.0,175.603559444,0.026644
282,282,7.0,82.0,198.66661296900003,0.076914
283,283,7.0,82.0,236.478202208,0.062831
284,284,7.0,82.0,174.34518186900002,0.042905
285,285,7.0,82.0,236.55601932599998,0.050632
286,286,7.0,82.0,213.493095373,0.096115
287,287,7.0,82.0,163.742533893,0.172727
288,288,7.0,82.0,222.233375406,0.030024
289,289,7.0,82.0,89.8792022466,0.213711
290,290,7.0,82.0,88.32261278809997,0.196928
291,291,7.0,82.0,99.7554327066,0.172302
292,292,6.0,82.0,242.607027985,0.020387
293,293,6.0,82.0,77.83670538289998,0.199557
294,294,7.0,82.0,281.162297954,0.089257
295,295,7.0,82.0,236.18381062900002,0.043711
296,296,7.0,82.0,221.74431781200002,0.037002
297,297,7.0,82.0,261.197814024,0.06697
298,298,7.0,82.0,261.562757546,0.068256
299,299,7.0,82.0,245.8968348,0.061121
300,300,7.0,82.0,236.35979968700002,0.039887
301,301,7.0,82.0,84.50865036319999,0.183785
302,302,10.0,82.0,130.761771818,0.484918
303,303,10.0,82.0,131.76632341799998,0.336214
304,304,11.0,82.0,154.801865816,0.06500800000000001
305,305,11.0,82.0,196.720604599,0.028855
306,306,12.0,82.0,156.204362836,1.064162
307,307,12.0,82.0,193.642030564,0.068373
308,308,12.0,82.0,142.168093694,0.036143
309,309,3.0,187.0,98.4395674811,0.21684
310,310,3.0,187.0,77.059930082,0.387163
311,311,3.0,187.0,83.0265559849,0.35139000000000004
312,312,3.0,187.0,68.0403361475,0.62025
313,313,3.0,187.0,49.319385409700004,0.34869
314,314,3.0,187.0,50.4528009963,0.32817
315,315,4.0,187.0,38.7289695212,0.402833
316,316,7.0,187.0,116.57962106,0.354053
317,317,7.0,187.0,121.719916591,0.093787
318,318,2.0,187.0,28.4828209908,0.66598
319,319,3.0,187.0,82.7052199267,0.198063
320,320,7.0,187.0,104.100981294,0.337677
321,321,8.0,187.0,224.85833304599998,0.19825
322,322,9.0,189.0,157.608907777,0.005913
323,323,9.0,189.0,391.880467911,0.667693
324,324,9.0,189.0,128.87972715,0.244087
325,325,9.0,189.0,273.490335923,0.63488
326,326,9.0,189.0,260.890892627,0.021027
327,327,9.0,189.0,248.961651828,0.149057
328,328,9.0,189.0,209.585540631,0.034997
329,329,9.0,189.0,341.99661671,0.089587
330,330,9.0,189.0,162.779981913,0.215767
331,331,9.0,189.0,144.07259287899998,0.287367
332,332,9.0,189.0,149.111295853,0.264137
333,333,9.0,189.0,92.4335927065,1.517583
334,334,9.0,189.0,130.412554583,1.7387
335,335,9.0,189.0,374.75372351699997,0.565087
336,336,12.0,189.0,527.680387785,0.01992
337,337,12.0,189.0,590.136056465,0.022743
338,338,12.0,189.0,275.730788922,0.057167
339,339,12.0,189.0,489.33978172900004,0.045237
340,340,12.0,189.0,431.41701533099996,0.070203
341,341,12.0,189.0,431.11701339300004,0.041263
342,342,12.0,189.0,378.01162761300003,0.06652999999999999
343,343,12.0,189.0,290.887142099,0.098313
344,344,12.0,189.0,343.82262450800005,0.11415
345,345,12.0,189.0,153.90561536299998,0.191913
346,346,3.0,107.0,35.8032147161,0.344731
347,347,4.0,186.0,48.5413017076,2.25674
348,348,4.0,186.0,28.0101304371,0.19632
349,349,4.0,186.0,23.8907724088,1.09478
350,350,4.0,186.0,49.7187230543,1.03681
351,351,4.0,186.0,42.5272833628,1.46115
352,352,4.0,186.0,46.9428273596,0.46451
353,353,4.0,186.0,104.86286284399999,0.33356
354,354,4.0,186.0,110.061038434,0.0983
355,355,4.0,186.0,83.43782258659999,0.10089
356,356,4.0,186.0,94.2439490389,0.01928
357,357,4.0,186.0,83.3948059468,0.27398
358,358,4.0,186.0,42.0055087195,0.27594
359,359,4.0,186.0,48.7399018351,0.82715
360,360,4.0,186.0,32.1240784545,0.3223
361,361,5.0,99.0,71.1046993827,8.72945
362,362,5.0,99.0,68.7489259236,2.876113
363,363,5.0,99.0,69.635438476,2.5790450000000003
364,364,5.0,99.0,71.70397337930001,2.0466
365,365,5.0,99.0,67.5157807737,3.4873300000000005
366,366,5.0,99.0,68.4707663464,3.25783
367,367,5.0,99.0,67.5951363309,3.4477
368,368,6.0,186.0,102.232250244,0.69881
369,369,6.0,186.0,81.8093432478,0.013969999999999998
370,370,6.0,102.0,39.4054314535,0.57821
371,371,6.0,109.0,82.59305994340001,2.987247
372,372,7.0,107.0,87.8469336529,1.98414
373,373,8.0,186.0,162.057460164,0.07275
374,374,8.0,186.0,83.96318312310001,0.06233
375,375,8.0,107.0,112.361246341,0.35042
376,376,8.0,186.0,74.6272174082,0.765324
377,377,8.0,186.0,77.2970610245,0.732927
378,378,8.0,186.0,98.2130066434,1.1669
379,379,4.0,186.0,146.311550544,0.19526
380,380,4.0,186.0,88.1625527586,1.78562
381,381,4.0,186.0,145.822665212,0.025266
382,382,4.0,186.0,138.261815509,0.22304
383,383,6.0,107.0,105.47672156,0.36441
384,384,6.0,186.0,124.956339482,0.5411
385,385,8.0,186.0,130.192389179,0.87603
386,386,8.0,186.0,125.87762761,0.85945
387,387,4.0,186.0,159.518909085,2.25966
388,388,6.0,186.0,204.88329293599998,0.00131
389,389,6.0,186.0,227.725039103,0.133188
390,390,6.0,186.0,244.114985768,0.00612
391,391,6.0,186.0,196.157851072,0.213373
392,392,6.0,186.0,226.762776677,0.18281
393,393,6.0,186.0,157.033662053,0.29939
394,394,8.0,186.0,142.407783935,0.5106890000000001
395,395,8.0,186.0,294.95447205,0.100127
396,396,8.0,186.0,152.709632851,0.46589
397,397,4.0,186.0,134.038284323,0.17284000000000002
398,398,4.0,186.0,64.4149225282,2.158723
399,399,4.0,186.0,81.0743208329,0.08771
400,400,4.0,186.0,119.893368723,0.15705999999999998
401,401,4.0,186.0,94.8044294905,0.0587
402,402,4.0,186.0,95.04547155190001,0.50648
403,403,6.0,186.0,132.69936264700002,0.48507
404,404,6.0,186.0,298.18273027099997,0.002024
405,405,6.0,186.0,108.226325101,0.42521
406,406,9.0,99.0,120.81338495600001,2.49392
407,407,10.0,99.0,142.43136003200001,1.6781
408,408,10.0,99.0,140.362327551,1.751137
409,409,10.0,107.0,202.486630373,0.389381
410,410,10.0,107.0,150.446898545,0.52847
411,411,10.0,107.0,212.49607208,0.12394
412,412,10.0,107.0,200.18661696700002,0.844677
413,413,10.0,107.0,225.062635581,0.11868
414,414,10.0,107.0,152.041746365,0.58772
415,415,10.0,107.0,225.54454819,0.327353
416,416,10.0,109.0,303.914726586,0.045751
417,417,10.0,186.0,136.902597099,27.4628
418,418,10.0,186.0,111.930404918,0.07622000000000001
419,419,12.0,107.0,184.53584219400003,2.74012
420,420,12.0,109.0,139.51720284,0.6507
421,421,12.0,109.0,127.517545561,1.03034
422,422,12.0,109.0,138.338529392,0.91195
423,423,12.0,109.0,126.351076866,2.90685
424,424,12.0,109.0,135.835817851,0.43279
425,425,12.0,109.0,127.373682977,2.502636
426,426,12.0,109.0,137.80920616,0.033638
427,427,12.0,109.0,138.763901825,0.10515
428,428,12.0,109.0,140.62637198299998,0.79732
429,429,12.0,109.0,137.227732445,0.967463
430,430,12.0,109.0,138.47684769100002,0.13945
431,431,12.0,186.0,481.172674733,0.002258
432,432,12.0,186.0,125.95656276,0.03525
433,433,12.0,186.0,560.851298965,0.004737
434,434,12.0,186.0,214.89076388200002,0.36332
435,435,12.0,186.0,123.38353879299999,0.08069
436,436,12.0,186.0,101.53104307299999,0.07801
437,437,13.0,99.0,198.005773932,0.070602
438,438,6.0,79.0,101.12246856799999,2.89625
439,439,6.0,79.0,159.043444564,0.38161
440,440,8.0,173.0,406.95250982199997,0.054052
441,441,10.0,79.0,93.0774679442,2.27252
442,442,10.0,79.0,92.27800879370001,6.52334
443,443,10.0,173.0,140.42016491299998,0.963214
444,444,10.0,173.0,139.666134788,0.955902
445,445,3.0,160.0,52.5936018537,0.285696
446,446,3.0,160.0,31.251516743000003,1.05861
447,447,3.0,160.0,31.251516743000003,1.058611
448,448,4.0,156.0,73.28913124600001,0.5567810000000001
449,449,4.0,160.0,59.1621407912,0.187744
450,450,4.0,160.0,34.092710591199996,0.8229700000000001
451,451,4.0,160.0,36.3952037089,4.23353
452,452,4.0,156.0,38.917036257199996,0.92595
453,453,5.0,160.0,63.7311756004,0.156802
454,454,5.0,160.0,70.3968596439,0.13559300000000002
455,455,5.0,160.0,46.5361546334,0.179883
456,456,2.0,160.0,56.2649656275,2.134628
457,457,3.0,156.0,125.123193375,0.275163
458,458,3.0,160.0,71.0540638306,0.129185
459,459,3.0,156.0,113.71956305799999,0.29413
460,460,4.0,156.0,69.8478540325,1.04529
461,461,4.0,156.0,85.6151018636,0.33052
462,462,4.0,156.0,76.9106694898,0.6682600000000001
463,463,4.0,156.0,74.8749579363,1.599
464,464,4.0,156.0,91.35145259049999,0.369136
465,465,4.0,156.0,91.39033245969999,0.385767
466,466,4.0,156.0,93.30910924450001,0.3836
467,467,4.0,156.0,94.81248639639999,0.366078
468,468,5.0,160.0,67.5940644242,2.862757
469,469,5.0,160.0,67.7727467501,3.812244
470,470,5.0,160.0,81.6906958513,0.22158000000000005
471,471,5.0,160.0,92.1589288341,0.6837
472,472,5.0,160.0,95.64284155370001,0.44003
473,473,5.0,160.0,68.4183839858,4.653448
474,474,5.0,160.0,98.2304533062,0.61957
475,475,5.0,160.0,94.232953175,0.63726
476,476,5.0,160.0,99.07158701030001,0.95213
477,477,5.0,160.0,93.02606456129999,1.35995
478,478,5.0,160.0,79.4379635678,0.44322
479,479,5.0,160.0,68.0507977989,8.92597
480,480,8.0,156.0,136.186213129,0.416915
481,481,3.0,160.0,69.81976961630001,0.118515
482,482,3.0,160.0,62.6493334284,0.5155649999999999
483,483,4.0,160.0,130.162391725,0.094153
484,484,4.0,160.0,86.3300668946,0.193474
485,485,4.0,160.0,74.191981771,0.591104
486,486,5.0,160.0,96.3952831002,1.5507799999999998
487,487,5.0,160.0,152.587883188,0.849504
488,488,5.0,160.0,109.806263089,0.3351
489,489,5.0,160.0,98.01916379229999,0.72935
490,490,5.0,160.0,89.1476743807,0.43672
491,491,5.0,160.0,109.076935506,0.33777
492,492,7.0,156.0,168.853670477,1.12355
493,493,3.0,160.0,66.5547153535,0.40749
494,494,4.0,160.0,77.3113031135,0.145057
495,495,5.0,160.0,66.94304677859999,0.211931
496,496,5.0,160.0,168.036987335,0.49535
497,497,8.0,160.0,162.983716265,0.11837
498,498,9.0,160.0,79.3302523408,0.154834
499,499,10.0,156.0,104.8877324,0.090904
500,500,10.0,160.0,137.491741373,0.113773
501,501,10.0,161.0,129.49887992799998,3.133435
502,502,10.0,161.0,94.49164774270001,0.23706
503,503,10.0,161.0,151.196343757,0.24241
504,504,10.0,161.0,117.57008746700001,0.5801689999999999
505,505,10.0,161.0,125.344066203,2.49227
506,506,10.0,161.0,136.226899966,0.59573
507,507,10.0,161.0,109.133343736,2.947115
508,508,10.0,161.0,111.672619825,3.2156700000000003
509,509,10.0,161.0,125.90040634,4.049288
510,510,10.0,161.0,113.675333681,4.11937
511,511,10.0,161.0,130.558960861,2.01461
512,512,10.0,161.0,108.994228408,2.541761
513,513,10.0,161.0,123.16895051200001,0.47956
514,514,10.0,161.0,104.070799511,2.326601
515,515,10.0,161.0,155.422488381,4.582136
516,516,10.0,161.0,141.52823280799998,3.3775230000000005
517,517,10.0,161.0,127.114649822,0.631467
518,518,10.0,161.0,157.850200639,3.472726
519,519,10.0,161.0,125.049788189,3.050819
520,520,10.0,161.0,116.96494586700001,0.787095
521,521,10.0,161.0,160.112857502,4.208699
522,522,10.0,161.0,174.44002516400002,3.806018
523,523,10.0,161.0,111.26706391100001,3.416243
524,524,11.0,156.0,311.669765823,0.15005
525,525,11.0,156.0,375.34688408,0.23432
526,526,11.0,160.0,126.23508936399999,0.799294
527,527,11.0,160.0,133.89822036,0.944385
528,528,11.0,160.0,146.796530789,0.274334
529,529,11.0,160.0,149.982930452,0.272337
530,530,11.0,160.0,141.41874087,0.8897
531,531,12.0,156.0,139.753440455,0.16442
532,532,12.0,156.0,336.550078397,0.01316
533,533,12.0,156.0,480.573738094,0.003758
534,534,12.0,156.0,133.983549356,0.8618299999999999
535,535,12.0,156.0,133.078954185,0.73585
536,536,12.0,156.0,140.571379675,1.05881
537,537,12.0,156.0,147.176368143,1.34607
538,538,13.0,160.0,132.73059201200002,0.20773000000000005
539,539,13.0,160.0,136.251597283,0.23377
540,540,13.0,160.0,126.37138376200001,0.32589
541,541,13.0,160.0,141.92444888,0.26565
542,542,13.0,160.0,122.236749499,0.28337
543,543,13.0,160.0,152.650240887,0.586806
544,544,3.0,154.0,104.552877265,1.23232
545,545,8.0,149.0,98.75109953030001,0.122505
546,546,4.0,155.0,67.35611188770001,0.11791
547,547,5.0,155.0,90.5327782784,0.124015
548,548,5.0,155.0,101.42668867399999,0.129065
549,549,5.0,155.0,124.869383701,0.28736
550,550,6.0,152.0,200.51546601599998,0.57447
551,551,7.0,155.0,99.1894360739,0.138375
552,552,3.0,152.0,105.094437531,1.185505
553,553,5.0,155.0,188.335021582,0.23539
554,554,9.0,149.0,133.835568424,0.17585
555,555,9.0,149.0,147.817160801,0.00461
556,556,9.0,149.0,126.14829829899999,0.06176
557,557,9.0,149.0,114.68486688700001,0.19725
558,558,9.0,150.0,123.79795141,0.16502
559,559,9.0,152.0,120.335696953,0.13685
560,560,9.0,152.0,129.144563313,0.16245
561,561,9.0,152.0,167.36456525399998,0.05735
562,562,9.0,152.0,105.355136674,0.066455
563,563,9.0,152.0,183.169470224,0.107765
564,564,9.0,154.0,120.21179347700001,0.137425
565,565,9.0,154.0,271.700741805,0.005205
566,566,9.0,154.0,128.914158361,0.17605
567,567,9.0,154.0,117.925374352,0.144775
568,568,9.0,155.0,111.479908199,0.00761
569,569,9.0,155.0,146.616358854,0.004145
570,570,9.0,155.0,118.163713975,0.00916
571,571,9.0,155.0,126.282123753,0.01985
572,572,10.0,155.0,111.66919959799999,1.671605
573,573,11.0,155.0,168.406009858,0.093035
574,574,12.0,150.0,334.30325067900003,0.56803
575,575,12.0,150.0,213.132436465,0.025005
576,576,12.0,150.0,170.886753368,0.111415
