,Unnamed: 0,bulk_modulus,shear_modulus,suspect_value,Allred-Rochow_EN_feat_1,Allred-Rochow_EN_feat_2,Allred-Rochow_EN_feat_3,Allred-Rochow_EN_feat_4,Gillman_number_VE_feat_1,Gillman_number_VE_feat_2,Gillman_number_VE_feat_3,Gillman_number_VE_feat_4,Gilman_electron_density,Gordy_EN_feat_1,Gordy_EN_feat_2,Gordy_EN_feat_3,Gordy_EN_feat_4,Laue_class,Martynov_EN_feat_1,Martynov_EN_feat_2,Martynov_EN_feat_3,Martynov_EN_feat_4,Mendeleev_number_feat_1,Mendeleev_number_feat_2,Mendeleev_number_feat_3,Mendeleev_number_feat_4,Mulliken_EN_feat_1,Mulliken_EN_feat_2,Mulliken_EN_feat_3,Mulliken_EN_feat_4,Pauling_EN_feat_1,Pauling_EN_feat_2,Pauling_EN_feat_3,Pauling_EN_feat_4,Zungar_radius_feat_1,Zungar_radius_feat_2,Zungar_radius_feat_3,Zungar_radius_feat_4,anisotropy,atomic_number_feat_1,atomic_number_feat_2,atomic_number_feat_3,atomic_number_feat_4,atomic_radius_feat_1,atomic_radius_feat_2,atomic_radius_feat_3,atomic_radius_feat_4,atomic_weight_feat_1,atomic_weight_feat_2,atomic_weight_feat_3,atomic_weight_feat_4,boiling_point_feat_1,boiling_point_feat_2,boiling_point_feat_3,boiling_point_feat_4,cohesive_energy_feat_1,cohesive_energy_feat_2,cohesive_energy_feat_3,cohesive_energy_feat_4,covalent_radius_feat_1,covalent_radius_feat_2,covalent_radius_feat_3,covalent_radius_feat_4,crystal_class,crystal_radius_feat_1,crystal_radius_feat_2,crystal_radius_feat_3,crystal_radius_feat_4,crystal_system,density,density_feat_1,density_feat_2,density_feat_3,density_feat_4,electron_density,family_number_feat_1,family_number_feat_2,family_number_feat_3,family_number_feat_4,first_ionization_energy_feat_1,first_ionization_energy_feat_2,first_ionization_energy_feat_3,first_ionization_energy_feat_4,group_number_feat_1,group_number_feat_2,group_number_feat_3,group_number_feat_4,heat_of_atomization_feat_1,heat_of_atomization_feat_2,heat_of_atomization_feat_3,heat_of_atomization_feat_4,heat_of_fusion_feat_1,heat_of_fusion_feat_2,heat_of_fusion_feat_3,heat_of_fusion_feat_4,heat_of_vaporization_feat_1,heat_of_vaporization_feat_2,heat_of_vaporization_feat_3,heat_of_vaporization_feat_4,inversion_centre,ionic_radius_feat_1,ionic_radius_feat_2,ionic_radius_feat_3,ionic_radius_feat_4,melting_point_feat_1,melting_point_feat_2,melting_point_feat_3,melting_point_feat_4,metallic_valence_feat_1,metallic_valence_feat_2,metallic_valence_feat_3,metallic_valence_feat_4,number_VE_feat_1,number_VE_feat_2,number_VE_feat_3,number_VE_feat_4,number_d_electrons_feat_1,number_d_electrons_feat_2,number_d_electrons_feat_3,number_d_electrons_feat_4,number_outer_shell_electrons_feat_1,number_outer_shell_electrons_feat_2,number_outer_shell_electrons_feat_3,number_outer_shell_electrons_feat_4,number_p_electrons_feat_1,number_p_electrons_feat_2,number_p_electrons_feat_3,number_p_electrons_feat_4,number_s_electrons_feat_1,number_s_electrons_feat_2,number_s_electrons_feat_3,number_s_electrons_feat_4,outer_shell_electron_density,period_number_feat_1,period_number_feat_2,period_number_feat_3,period_number_feat_4,polar_axis,polarizability_feat_1,polarizability_feat_2,polarizability_feat_3,polarizability_feat_4,reduced_volume,space_group_number,specific_heat_feat_1,specific_heat_feat_2,specific_heat_feat_3,specific_heat_feat_4,thermal_conductivity_feat_1,thermal_conductivity_feat_2,thermal_conductivity_feat_3,thermal_conductivity_feat_4,valence_electron_density,volume_per_atom
658,658,172.361786716912,65.1872393250822,False,2.6,2.02,1.59,3.61,3.5,5,1,6,0.7209583557564008,6.0609,4.6188,3.7515,8.3703,11,2.38,1.88,1.44,3.32,78.0,18,69,87,5.995,3.09,4.45,7.54,2.545,1.79,1.65,3.44,1.1725,1.415,0.465,1.88,1.0,19.0,22,8,30,0.975,0.75,0.6,1.35,40.6947,49.3906,15.9994,65.39,634.65,1089.0,90.15,1179.15,1.985,1.27,1.35,2.62,0.99,0.52,0.73,1.25,37,0.975,0.47,0.74,1.21,7,6.96,3.565715,7.12857,0.00143,7.13,0.9269464574010869,5.5,3,4,7,1110.0,408,906,1314,14.0,4,12,16,190.0,118,131,249,3.7722949999999997,7.099410000000001,0.22259,7.322,59.35495,111.8901,3.4099,115.3,1,0.975,0.75,0.6,1.35,373.75,638.0,54.75,692.75,2.22,4.44,0.0,4.44,9.0,6,6,12,5.0,10,0,10,4.0,4,2,6,2.0,4,0,4,2.0,0,2,2,0.823952406578744,3.0,2,2,4,0,3.5965,5.607,0.7929999999999999,6.4,19.41,225,0.655,0.53,0.39,0.92,58.013369999999995,115.97326000000001,0.026739999999999996,116.0,1.8538929148021699,9.70929866352111
659,659,72.6692648314226,34.308507083889,False,3.2289999999999996,4.078,1.19,1.756,5.0,8,1,3,0.233936861994363,7.7872,9.4288,3.0728,4.1672,11,3.3,3.6,1.5,1.7,116.5,211,11,74,6.47,6.26,3.2,3.34,3.395,4.07,1.36,1.81,3.9175,2.335,1.695,2.75,1.0,57.0,72,21,31,2.75,2.3,1.3,1.6,127.062455,164.21309,44.955909999999996,69.723,5566.8,4923.3,2676.15,3105.15,6.165,4.53,2.81,3.9,2.61,2.34,1.26,1.44,37,1.585,1.39,0.76,0.89,7,6.17,10.345,14.71,2.99,5.9,0.0877263232478863,9.0,12,3,5,1185.0,1104,579,633,21.0,36,3,13,618.0,480,286,378,15.435,2.67,5.59,14.1,545.15,461.9,258.7,314.2,1,2.75,2.3,1.3,1.6,1361.5,905.3,302.95,1814.15,6.66,7.32,3.0,3.44,6.0,6,3,3,0.5,1,0,1,5.5,7,2,3,1.5,3,0,1,4.0,4,2,2,0.292421077492954,8.0,8,4,4,0,21.05,6.5,8.1,17.8,68.42,221,0.855,0.51,0.37,0.6,68.8,106.0,15.8,40.6,0.350905292991545,17.098630655721
660,660,252.64465167764598,175.633101685266,False,1.962,1.1640000000000001,1.38,2.544,3.0,2,2,4,0.593643251907632,4.38025,2.4887,3.1359,5.6246,11,2.115,0.51,1.86,2.37,60.0,34,43,77,4.86,2.82,3.45,6.27,2.045,1.01,1.54,2.55,1.61,1.94,0.64,2.58,1.0,14.0,16,6,22,1.05,0.7,0.7,1.4,29.9455,35.869,12.011,47.88,4330.15,1540.0,3560.15,5100.15,6.11,2.52,4.85,7.37,1.045,0.55,0.77,1.32,37,0.52,0.46,0.29,0.75,7,4.92,4.0265,1.0270000000000001,3.513,4.54,0.395762167938421,5.5,3,4,7,872.5,427,659,1086,9.0,10,4,14,593.5,247,470,717,67.725,104.55,15.45,120.0,388.4,65.2,355.8,421.0,1,1.05,0.7,0.7,1.4,2786.65,1707.0,1933.15,3640.15,4.0,0.0,4.0,4.0,4.0,0,4,4,1.0,2,0,2,3.0,2,2,4,1.0,2,0,2,2.0,0,2,2,0.593643251907632,3.0,2,2,4,0,8.2,12.8,1.8,14.6,20.21,225,0.52,0.0,0.52,0.52,20.95,1.9,20.0,21.9,0.791524335876843,10.1070802720648
661,661,94.14782591916331,37.5485562677717,False,2.4965,2.407,1.2930000000000001,1.85,3.0,2,2,2,0.27302395688157605,5.15095,4.3529,2.9745,3.6637,11,1.735,0.85,1.08,1.31,98.0,60,64,68,6.355,5.21,3.75,4.48,2.555,2.49,1.31,1.9,3.055,2.05,2.03,2.04,1.0,35.0,46,12,29,2.1,1.2,1.35,1.5,75.6985,102.787,24.305,63.54600000000001,3521.725,4317.15,1363.15,2840.15,4.245,5.47,1.51,3.49,1.85,0.98,1.17,1.36,37,1.14,0.56,0.71,0.86,7,5.72,9.83,16.18,1.74,8.96,0.29577595328837397,5.0,6,2,4,1114.0,752,738,745,12.0,20,2,11,412.0,528,148,338,17.527,17.146,8.954,13.05,364.0,473.2,127.4,300.3,1,2.1,1.2,1.35,1.5,1817.225,1790.15,922.15,1356.15,6.44,8.88,2.0,5.44,12.0,20,2,11,10.0,20,0,10,2.0,0,1,2,0.0,0,0,0,2.0,0,1,2,0.20476796766118202,5.5,5,3,4,0,12.0,2.8,6.7,10.6,87.96,227,0.89,0.26,0.38,1.02,479.0,646.0,156.0,401.0,0.8873278598651229,14.650728989819
662,662,227.197771927079,145.080911222492,False,2.8255,1.5490000000000002,1.8,2.051,6.5,7,3,5,0.864773062323987,5.71655,2.2429,3.4189999999999996,4.5951,5,2.62,1.44,1.67,1.9,91.0,38,55,72,6.205,3.83,4.06,4.29,2.85,1.62,1.83,2.04,2.5075,3.425,0.795,2.11,0.887751731781657,28.5,47,5,26,1.825,1.95,0.85,1.4,61.2525,100.883,10.811,55.847,4434.725,3223.15,2823.15,3023.15,7.185,2.75,4.28,5.81,1.58,1.52,0.82,1.17,16,0.815,1.13,0.25,0.69,4,7.33,9.03,13.38,2.34,7.86,0.39635432023182704,7.0,2,4,6,1162.5,723,762,801,14.5,3,8,13,704.5,263,418,573,38.9,22.6,13.8,50.2,594.45,209.5,349.6,489.7,1,1.825,1.95,0.85,1.4,2984.225,1264.15,1808.15,2352.15,7.28,8.56,3.0,5.78,9.5,13,3,8,6.0,12,0,6,3.5,1,2,3,0.5,1,0,1,3.0,2,2,2,0.5404831639524921,5.0,6,2,4,0,9.9,13.8,3.0,8.4,55.47,140,0.95,0.14,0.44,1.02,93.7,133.4,27.0,80.2,1.18906296069548,9.250981961094901
663,663,48.3154099796185,10.4496946023127,False,2.3595,1.0190000000000001,1.85,2.8689999999999998,4.5,5,2,7,0.4522033925698011,5.25415,3.1809,3.6637,6.8446,11,2.03,1.9,1.08,2.98,79.0,30,64,94,6.39,3.82,4.48,8.3,2.53,1.26,1.9,3.16,1.525,1.03,1.01,2.04,1.0,23.0,12,17,29,1.175,0.35,1.0,1.35,49.49935,28.0933,35.4527,63.54600000000001,1539.35,2601.6,238.55,2840.15,2.445,2.09,1.4,3.49,1.08,0.18,0.99,1.17,36,1.19,0.96,0.71,1.67,7,4.13,4.481605,8.95679,0.00321,8.96,0.4522033925698011,6.0,4,4,8,998.0,506,745,1251,14.0,6,11,17,229.5,217,121,338,8.14,9.82,3.23,13.05,155.25,290.1,10.2,300.3,0,1.175,0.35,1.0,1.35,764.15,1184.0,172.15,1356.15,2.72,5.44,0.0,5.44,9.0,4,7,11,5.0,10,0,10,4.0,6,1,7,2.5,5,0,5,1.5,1,1,2,0.40195857117315703,3.5,1,3,4,1,4.45,4.5,2.2,6.7,39.81,216,0.43,0.1,0.38,0.48,200.50445,400.9911,0.0089,401.0,0.904406785139603,19.902548605074397
664,664,211.380017052642,186.929786771167,False,2.23,0.628,1.916,2.544,4.0,0,4,4,0.773766887384186,4.9049,1.4394,4.1852,5.6246,11,2.175,0.39,1.98,2.37,77.5,1,77,78,5.52,1.5,4.77,6.27,2.225,0.65,1.9,2.55,1.03,0.78,0.64,1.42,1.0,10.0,8,6,14,0.9,0.4,0.7,1.1,20.04825,16.0745,12.011,28.0855,3864.15,2472.0,2628.15,5100.15,6.0,2.74,4.63,7.37,0.94,0.34,0.77,1.11,36,0.345,0.11,0.29,0.4,7,3.22,2.9215,1.183,2.33,3.513,0.386883443692093,6.5,1,6,7,936.5,299,787,1086,14.0,0,14,14,584.5,265,452,717,85.275,69.45,50.55,120.0,370.01,28.42,355.8,384.22,0,0.9,0.4,0.7,1.1,2661.65,1957.0,1683.15,3640.15,4.0,0.0,4.0,4.0,4.0,0,4,4,0.0,0,0,0,4.0,0,4,4,2.0,0,2,2,2.0,0,2,2,0.773766887384186,2.5,1,2,3,1,3.6,3.6,1.8,5.4,20.71,216,0.615,0.19,0.52,0.71,84.0,128.0,20.0,148.0,0.773766887384186,10.3390312126757
665,665,127.294145114361,43.194394921634796,False,1.7719999999999998,0.10400000000000001,1.72,1.824,3.5,1,3,4,0.35357827846649,6.1567,3.1282,4.5926,7.7208,9,1.895,0.03,1.88,1.91,71.5,17,63,80,4.95,1.3,4.3,5.6,2.12,0.32,1.96,2.28,2.29,0.82,1.88,2.7,0.8358598342125091,64.0,28,50,78,1.4,0.0999999999999999,1.35,1.45,156.895,76.37,118.71,195.08,3321.65,1557.0,2543.15,4100.15,4.49,2.7,3.14,5.84,1.355,0.11,1.3,1.41,32,0.715,0.05,0.69,0.74,6,13.16,14.355,14.09,7.31,21.4,0.35357827846649,4.5,1,4,5,788.5,159,709,868,12.0,4,10,14,433.5,263,302,565,13.3145,12.571,7.029,19.6,402.9,214.2,295.8,510.0,1,1.4,0.0999999999999999,1.35,1.45,1275.15,1540.0,505.15,2045.15,4.89,1.78,4.0,5.78,7.0,6,4,10,9.5,1,9,10,1.5,1,1,2,1.0,2,0,2,1.5,1,1,2,0.15153354791421,5.5,1,5,6,0,7.1,1.2,6.5,7.7,79.19,194,0.1785,0.09699999999999999,0.13,0.22699999999999998,69.1,5.0,66.6,71.6,0.707156556932981,19.797596250425197
666,666,88.85072032994059,53.8156229160823,False,2.674,2.588,1.38,1.984,6.0,8,2,5,0.329391413864104,6.56325,6.8547,3.1359,4.9953,5,3.07,2.42,1.86,2.14,106.5,127,43,85,6.575,6.25,3.45,4.85,2.82,2.56,1.54,2.05,3.055,0.95,1.765,2.58,0.914026713124274,62.0,80,22,51,2.15,1.5,1.4,1.45,145.7,195.64,47.88,121.76,4003.225,886.15,2223.15,3560.15,5.175,0.65,2.75,4.85,2.06,1.48,1.32,1.4,16,1.275,1.05,0.75,0.9,4,7.59,8.96,8.84,4.54,6.69,0.14116774879890198,8.0,8,4,6,1163.5,1009,659,834,17.0,26,4,15,497.0,54,262,470,27.595,24.29,15.45,19.87,287.64,266.72,77.14,421.0,1,2.15,1.5,1.4,1.45,1870.725,124.85,904.15,1933.15,5.0,2.0,3.0,4.0,7.0,6,4,5,11.0,18,2,10,3.0,2,2,2,3.0,6,0,3,3.0,2,2,2,0.18822366506520302,7.0,6,4,5,0,13.9,1.4,6.6,14.6,127.53,140,0.47,0.1,0.21,0.52,35.25,26.7,21.9,24.3,0.42350324639670606,21.2513128921082
667,667,294.33656941256,149.616854949652,False,2.742,0.396,1.47,2.544,6.0,4,4,4,0.6443440465739051,6.3671,1.485,3.5548,5.6246,3,3.125,1.51,1.94,2.37,88.5,23,50,77,7.035,1.53,3.9,6.27,3.435,1.77,2.16,2.55,3.04,4.8,0.64,2.72,0.8541893006935529,45.0,78,6,42,1.8,2.2,0.7,1.45,101.9455,179.86900000000003,12.011,95.94,7435.225,4670.15,4885.15,5100.15,10.505,6.27,6.82,7.37,1.685,1.83,0.77,1.3,8,0.935,1.29,0.29,0.79,3,9.09,11.9565,16.887,3.513,10.2,0.26847668607246,7.5,1,4,7,1227.0,282,684,1086,13.0,2,6,14,1016.5,599,658,717,92.0,56.0,32.0,120.0,775.9,840.2,355.8,598.0,1,1.8,2.2,0.7,1.45,4710.225,2140.15,2890.15,3640.15,7.78,7.56,4.0,5.78,8.0,8,4,6,5.0,10,0,5,3.0,2,1,4,1.0,2,0,2,2.0,0,1,2,0.40271502910869,6.0,8,2,5,0,13.7,23.8,1.8,12.8,148.91,60,0.51,0.02,0.25,0.52,148.0,256.0,20.0,138.0,0.8054300582173809,12.4157273471175
668,668,285.538486047932,241.223926015277,False,2.8160000000000003,2.572,1.53,2.051,4.5,3,3,3,0.7603487152631829,6.19615,5.9881,3.2021,4.5951,9,3.01,1.58,1.9,2.22,95.0,98,46,72,6.09,4.98,3.6,4.29,2.855,2.45,1.63,2.04,2.01,0.84,0.795,2.43,0.990073891625616,16.5,13,5,23,1.525,0.35,0.85,1.35,36.28175,29.3195,10.811,50.9415,4649.725,1993.15,2823.15,3653.15,8.465,6.31,5.31,5.81,1.43,0.42,0.82,1.22,32,0.59,0.18,0.25,0.68,6,5.09,5.395,1.43,2.34,6.11,0.337932762339193,8.0,8,4,6,1126.5,951,651,801,15.5,21,5,13,830.0,632,514,573,60.65,79.5,20.9,50.2,489.926,978.948,0.452,489.7,1,1.525,0.35,0.85,1.35,3433.725,2541.15,2163.15,2352.15,5.5,1.0,3.0,5.0,5.5,1,3,5,1.5,3,0,3,4.0,4,2,3,1.0,2,0,1,3.0,2,2,2,0.633623929385986,4.0,0,2,4,0,9.2,6.4,3.0,12.4,23.69,191,1.265,1.55,0.49,1.02,42.35,23.3,27.0,30.7,1.01379828701758,7.89111611495679
669,669,110.136818662905,35.860768564682104,False,2.6639999999999997,1.9680000000000002,1.68,1.824,6.0,4,4,4,0.37709684386928605,8.30985,1.7507,4.5926,7.4345,11,2.815,1.89,1.87,1.88,110.0,100,60,80,7.0,3.2,4.3,5.4,3.06,1.72,1.96,2.2,3.194,1.1320000000000001,1.88,2.628,1.0,88.5,23,50,77,2.125,1.55,1.35,1.45,214.82,45.2,118.71,192.22,4744.725,683.150000000001,2543.15,4403.15,6.61,0.66,3.14,6.94,2.045,1.55,1.27,1.41,37,1.075,0.61,0.69,0.77,7,11.21,18.51,7.78,7.31,22.4,0.20426079042919698,7.0,6,4,5,1148.0,540,709,878,18.5,19,9,14,634.5,61,302,665,20.079,12.042,7.029,26.1,597.8,12.4,295.8,604.0,1,2.125,1.55,1.35,1.45,1846.725,1672.85,505.15,2683.15,6.89,2.22,4.0,5.78,8.5,1,4,9,13.5,13,7,10,3.0,2,2,2,2.0,4,0,2,3.0,2,2,2,0.18854842193464302,8.0,4,5,6,0,11.5,7.8,7.6,7.7,63.65,225,0.292,0.324,0.13,0.22699999999999998,140.1,13.8,66.6,147.0,0.6127823712875899,21.2147095104648
670,670,72.7400250032878,40.391694278569105,False,2.182,0.396,1.19,1.984,3.5,3,1,5,0.259631971794828,5.57045,1.1503,3.0728,4.9953,5,2.57,0.86,1.5,2.14,53.5,63,11,85,5.765,1.83,3.34,4.85,2.385,0.67,1.36,2.05,3.6325,3.735,1.765,2.75,0.6925977011494251,46.5,9,21,51,2.325,1.75,1.45,1.6,105.83591000000001,31.84818,44.955909999999996,121.76,4216.725,3987.15,2223.15,3105.15,5.275,5.05,2.75,3.9,2.14,1.48,1.4,1.44,16,1.34,0.88,0.89,0.9,4,5.07,6.335,0.71,2.99,6.69,0.115391987464368,6.0,0,3,6,1050.0,432,633,834,10.5,9,3,15,509.0,494,262,378,24.035,8.33,14.1,19.87,352.77,551.26,77.14,314.2,1,2.325,1.75,1.45,1.6,2266.225,2724.15,904.15,1814.15,4.5,3.0,3.0,3.0,5.5,1,3,5,6.0,8,1,10,3.0,2,2,2,1.5,3,0,3,3.0,2,2,2,0.173087981196552,6.5,3,4,5,0,21.1,29.0,6.6,17.8,138.56,129,0.705,0.99,0.21,0.6,27.95,7.3,15.8,24.3,0.34617596239310494,23.109634605176602
671,671,123.62027855897199,106.48635445952299,False,2.266,1.7719999999999998,1.38,1.5759999999999998,3.0,2,2,2,0.35745835328649,5.36215,4.4525,3.1359,3.7942,11,2.38,1.04,1.45,1.86,88.5,91,43,67,6.625,6.35,3.45,4.9,2.34,1.6,1.54,1.57,2.37,0.42,1.08,2.58,1.0,15.0,14,4,22,1.75,0.7,1.05,1.4,32.95218,29.85564,9.01218,47.88,5023.225,2926.15,3243.15,3560.15,5.745,1.79,3.32,4.85,1.56,0.48,0.9,1.32,37,0.785,0.07,0.41,0.75,7,3.26,4.12,0.84,1.85,4.54,0.178729176643245,4.0,0,2,4,1228.5,1139,659,899,4.0,0,2,4,559.0,178,324,470,19.925,8.95,12.2,15.45,502.9,163.8,292.4,421.0,1,1.75,0.7,1.05,1.4,2517.725,1169.15,1551.15,1933.15,4.0,0.0,2.0,4.0,4.0,0,2,4,1.0,2,0,2,3.0,2,2,2,0.0,0,0,0,3.0,2,2,2,0.35745835328649,4.0,0,2,4,0,12.9,3.4,5.6,14.6,67.2,227,2.08,3.12,0.52,1.82,210.95,378.1,21.9,200.0,0.536187529929735,11.190114773438099
672,672,138.960046366008,94.3617479710561,False,6.324,1.1520000000000001,1.38,1.916,11.0,2,2,4,0.3858170375073571,14.11755,3.1239,3.1359,4.1852,9,7.62,3.36,1.86,1.98,224.5,19,43,78,15.78,2.94,3.45,4.77,6.7,2.0,1.54,1.9,8.58,8.64,1.42,2.58,0.7945209774089441,76.0,68,14,22,5.15,3.7,1.1,1.4,161.82825,155.1435,28.0855,47.88,12842.6,9916.3,2628.15,3560.15,19.07,10.36,4.63,4.85,4.965,3.27,1.11,1.32,32,2.475,2.55,0.4,0.75,6,4.32,14.845,15.71,2.33,4.54,0.0643028395845596,19.0,2,4,6,2828.0,934,659,787,31.0,22,4,14,1853.0,994,452,470,114.45,74.4,15.45,50.55,1628.83,952.34,384.22,421.0,1,5.15,3.7,1.1,1.4,7357.6,4616.3,1683.15,1933.15,16.0,8.0,4.0,4.0,16.0,8,4,4,5.0,10,0,2,11.0,2,2,4,3.0,6,0,2,8.0,4,2,2,0.3858170375073571,14.5,11,3,4,0,44.6,56.8,5.4,14.6,248.82,193,2.365,0.47,0.52,0.71,276.75,334.5,21.9,148.0,0.514422716676476,15.5514127596959
673,673,210.12346565926003,85.6482352922019,False,2.645,2.23,1.53,1.88,4.5,3,3,3,0.5222482256400139,5.18015,3.9561,3.2021,3.5791,3,2.87,1.3,1.76,2.22,84.0,76,46,61,6.2,5.2,3.6,4.4,2.725,2.19,1.63,1.91,3.395,1.93,2.18,2.43,0.501235520386856,39.5,33,23,28,2.025,1.35,1.35,1.35,84.16415,66.4453,50.9415,58.6934,4829.725,2353.15,3003.15,3653.15,7.095,3.57,4.44,5.31,1.76,1.08,1.15,1.22,8,1.04,0.72,0.68,0.7,3,8.11,11.955,11.69,6.11,8.9,0.4352068547000121,6.0,4,4,4,1062.5,823,651,737,12.5,15,5,10,687.0,346,430,514,27.92,14.04,17.47,20.9,370.626,740.3480000000001,0.452,370.4,1,2.025,1.35,1.35,1.35,2807.725,1289.15,1726.15,2163.15,8.28,6.56,5.0,5.78,12.5,15,5,10,9.5,13,3,8,3.0,2,2,2,0.0,0,0,0,3.0,2,2,2,0.34816548376000894,6.0,4,4,4,0,13.0,1.2,6.8,12.4,34.48,71,0.685,0.39,0.44,0.49,106.05,150.7,30.7,90.7,1.30562056410004,11.4887896318786
674,674,146.630839503188,79.0233667069496,False,2.49,2.22,1.38,1.8,6.0,8,2,5,0.51987837617657,4.98695,3.7021,3.1359,3.4189999999999996,9,2.6,1.48,1.67,1.86,76.5,67,43,55,5.785,4.67,3.45,4.06,2.6,2.12,1.54,1.83,3.4,1.64,2.11,2.58,0.74392118226601,37.0,30,22,26,2.1,1.4,1.4,1.4,79.78699999999999,63.81399999999999,47.88,55.847,4803.225,2486.15,3023.15,3560.15,6.705,3.71,4.28,4.85,1.83,1.02,1.17,1.32,32,1.065,0.63,0.69,0.75,6,6.56,10.13,11.18,4.54,7.86,0.297073357815183,6.0,4,4,4,1091.5,865,659,762,10.0,12,4,8,653.0,366,418,470,21.525,12.15,13.8,15.45,560.1,278.2,349.6,421.0,1,2.1,1.4,1.4,1.4,2774.725,1683.15,1808.15,1933.15,7.78,7.56,4.0,5.78,10.0,12,4,8,7.0,10,2,6,3.0,2,2,2,0.0,0,0,0,3.0,2,2,2,0.297073357815183,6.0,4,4,4,0,15.7,2.2,8.4,14.6,161.58,194,0.7,0.36,0.44,0.52,91.15,138.5,21.9,80.2,0.891220073445549,13.4646877438552
675,675,69.3380706210297,32.8653286923338,False,2.0895,0.9990000000000001,1.59,2.589,3.5,5,1,6,0.353820924314562,4.79865,2.0943,3.7515,5.8458,7,2.045,1.21,1.44,2.65,78.5,19,69,88,5.335,1.77,4.45,6.22,2.115,0.93,1.65,2.58,1.49,0.78,1.1,1.88,0.34465019634432303,23.0,14,16,30,1.175,0.35,1.0,1.35,48.728,33.324,32.066,65.39,948.5,461.3,717.85,1179.15,2.1,1.5,1.35,2.85,1.135,0.23,1.02,1.25,22,0.585,0.31,0.43,0.74,5,4.09,4.6,5.06,2.07,7.13,0.45491261697586605,5.5,3,4,7,953.0,94,906,1000,14.0,4,12,16,205.0,148,131,279,4.51975,5.6045,1.7175,7.322,62.55,105.5,9.8,115.3,0,1.175,0.35,1.0,1.35,539.35,306.8,385.95,692.75,3.22,2.44,2.0,4.44,9.0,6,6,12,5.0,10,0,10,4.0,4,2,6,2.0,4,0,4,2.0,0,2,2,0.40436677064521404,3.5,1,3,4,1,4.65,3.5,2.9,6.4,949.27,160,0.55,0.32,0.39,0.71,58.1345,115.73100000000001,0.26899999999999996,116.0,0.9098252339517321,19.784019313048603
676,676,302.299071210247,199.53529029513302,False,2.721,2.762,1.34,2.051,4.5,3,3,3,0.6795823071443491,7.882000000000001,2.6164,4.5951,6.5738,9,2.87,1.86,1.9,1.94,96.0,96,48,72,6.345,4.47,4.11,4.29,2.79,2.58,1.5,2.04,2.19,1.2,0.795,2.79,0.9659222011385201,41.5,63,5,73,1.575,0.25,0.85,1.45,101.28495,159.3259,10.811,180.9479,5672.225,51.849999999999504,2823.15,5698.15,9.86,3.52,5.81,8.1,1.49,0.3,0.82,1.34,32,0.64,0.28,0.25,0.78,6,12.7,10.64,11.92,2.34,16.6,0.302036580953044,8.0,8,4,6,1181.5,841,761,801,15.5,21,5,13,964.0,364,573,782,66.0,68.8,31.6,50.2,861.2,236.4,489.7,743.0,1,1.575,0.25,0.85,1.45,3986.725,1435.15,2352.15,3269.15,5.5,1.0,3.0,5.0,5.5,1,3,5,1.5,3,0,3,4.0,4,2,3,1.0,2,0,1,3.0,2,2,2,0.566318589286957,5.0,2,2,6,0,9.55,7.1,3.0,13.1,26.48,191,1.09,1.9,0.14,1.02,55.75,3.5,27.0,57.5,0.9061097428591322,8.8289526329966
677,677,210.312118598219,32.07352070173,False,7.0120000000000005,10.056000000000001,1.72,1.984,13.0,16,3,5,0.509966210364952,29.52045,49.0503,4.9953,7.7208,11,7.755,11.23,1.91,2.14,263.0,356,63,85,22.025,34.35,4.85,5.6,9.005,13.91,2.05,2.28,10.3325,17.135,1.765,2.7,1.0,298.5,495,51,78,5.45,8.0,1.35,1.45,743.66,1243.8,121.76,195.08,15462.1,26477.9,2223.15,4100.15,21.815,38.13,2.75,5.84,5.25,7.7,1.3,1.4,37,3.04,4.28,0.74,0.9,7,19.68,78.245,143.11,6.69,21.4,0.119523330554286,17.0,22,4,6,3455.0,5242,834,868,42.5,55,10,15,2108.5,3693,262,565,78.535,117.33,19.6,19.87,1823.57,3492.86,77.14,510.0,1,5.45,8.0,1.35,1.45,7610.1,13411.9,904.15,2045.15,21.73,37.46,3.0,5.78,37.5,65,5,10,36.5,53,9,10,4.5,5,1,2,1.5,3,0,3,4.5,5,1,2,0.191237328886857,23.5,37,5,6,0,26.05,38.9,6.5,6.6,125.52,225,0.56,0.7,0.13,0.21,262.75,476.9,24.3,71.6,0.956186644434285,15.687313860020001
