,Unnamed: 0,epsilon_x opt,epsilon_y opt,epsilon_z opt,e_form,shear modulus,bulk modulus,gap tbmbj,epsilon_x tbmbj,epsilon_y tbmbj,epsilon_z tbmbj,gap opt
106,352,3.2424,3.2424,3.1416,-1.984,17.647000000000002,28.644000000000002,8.2875,2.6908,2.6895,2.6512,5.6257
107,353,5.6025,5.5913,5.579,-1.11,5.747000000000001,15.878,2.4359,4.6199,4.6138,4.6208,1.9638
108,354,2.9577,2.3865,4.8985,-0.152,14.927,33.111,5.2841,2.4798,2.0153,4.0675,4.0396
109,356,8.2492,8.6202,10.9084,-0.079,8.073,13.089,1.9358,5.9861,6.2753,7.9343,1.0489
110,357,4.1767,4.4473,4.2481,-0.5870000000000001,7.407,11.210999999999999,4.7704,3.5694,3.7312,3.6122,4.0336
111,358,17.7412,31.0744,30.9499,-0.377,6.66,26.967,2.0180000000000002,4.8532,3.9192,3.9474,0.0515
112,359,3.5703,3.4706,3.4779,-2.15,12.787,25.311,5.8447,3.1296,2.9906,3.0178,4.5493
113,360,5.435,5.2536,8.0708,-0.536,9.033,17.122,2.1494,3.861,3.761,5.3136,0.2123
114,361,8.7991,8.7725,8.9319,-0.889,8.027000000000001,12.144,2.2651,5.3875,5.3737,5.4588,1.2042
115,364,7.9617,7.9617,7.9617,-0.532,10.54,15.267000000000001,2.0427,5.862,5.8599,5.8716,1.2076
116,365,4.7922,4.7922,3.0227,-1.385,178.08700000000002,245.644,5.9877,3.7503,3.7503,2.6518,4.4687
117,368,2.8835,2.9615,2.3999,-0.45399999999999996,5.992999999999999,7.956,7.5757,2.376,2.4219999999999997,2.0533,5.8151
118,369,3.3879,3.3879,4.273,-2.146,58.84,94.333,4.2213,2.9096,2.9096,3.5562,2.9825
119,370,3.3132,3.3132,3.3132,-0.405,7.74,17.3,5.2734,2.6505,2.6505,2.6506,3.889
120,371,3.5023,3.5023,3.2537,-0.327,8.413,17.289,2.9078,2.7788,2.779,2.5009,2.872
121,374,10.0045,10.2544,9.4143,-1.252,24.587,54.211000000000006,1.2102,8.5239,8.709,8.1062,0.2966
122,375,11.3914,11.3914,10.9091,-0.40399999999999997,12.493,37.756,1.7563,6.5584,6.5584,6.6821,0.7136
123,376,3.8776,3.8776,3.8776,-0.36200000000000004,16.64,26.233,4.812,3.0819,3.0819,3.0819,3.5451
124,377,5.7837,5.7837,6.1193,-0.805,32.54,45.867,2.9944,4.1677,4.1672,4.1930000000000005,1.8637
125,378,5.6884,5.6884,5.6884,-0.344,53.26,79.767,3.1543,5.0378,5.0378,5.0378,3.1276
126,379,5.0624,5.0624,5.0624,-0.5820000000000001,22.8,45.2,2.1519999999999997,4.4154,4.4151,4.4152,1.8541
127,380,5.1007,5.1007,5.1007,-0.5710000000000001,21.96,47.0,2.4713,4.3318,4.3315,4.3317,1.9379
128,381,4.0849,4.0849,4.1947,-0.38799999999999996,14.26,25.967,3.613,3.1178,3.1177,2.9933,2.5013
129,386,4.4182,4.5246,4.6369,-1.608,79.5,76.433,2.2596,3.3183,3.3915,3.3477,1.4581
130,387,3.5979,3.5979,3.5059,-2.094,21.833000000000002,76.889,3.7348,2.7094,2.7123,2.5931,1.7326
131,388,5.2676,5.2675,4.7611,-1.9809999999999999,44.493,120.056,4.4944,3.9293,3.9293,3.6049,2.8209
132,389,3.7578,3.7578,3.7462,-1.1520000000000001,13.253,27.956,4.0211,2.7201,2.7192,2.7176,1.5529
133,390,5.3082,5.3082,5.4099,-1.2309999999999999,38.093,124.756,2.0293,3.6974,3.6973,3.5045,0.6569
134,391,3.1116,3.1116,3.1116,-1.855,34.26,84.5,4.5494,2.4808,2.4808,2.4808,2.755
135,392,4.9137,4.5196,4.794,-0.845,44.66,86.333,2.1866,3.9634,3.659,3.7707,1.3762
136,393,4.2472,4.2433,4.2433,-2.767,67.35300000000001,118.42200000000001,4.6801,3.3115,3.3165,3.3165,2.8179
137,394,9.2764,9.231,8.3049,-1.736,30.467,45.244,1.4454,7.3853,7.3771,6.9333,1.0105
138,395,5.0986,5.0986,5.0986,-1.197,8.08,13.567,2.1221,5.0915,5.0913,5.0913,1.8208
139,396,5.7563,5.7601,5.7601,-1.7109999999999999,51.773,129.489,2.0987,3.763,3.7699,3.7699,0.6719
140,397,3.2298,3.2298,3.3588,-1.445,7.752999999999999,15.389000000000001,2.1773,2.5477,2.5474,2.6346,0.8543
141,398,15.6268,15.6268,13.5559,-0.247,27.833000000000002,46.856,1.3781,10.8793,10.8796,9.6678,0.8396
142,400,3.4164,3.4164,3.4038,-2.306,20.1,52.1,4.2884,2.802,2.802,2.7778,3.7821
143,402,3.2244,3.2244,3.2965,-1.483,9.58,17.5,2.7739999999999996,2.5927,2.5926,2.6338,1.3856
144,404,8.3211,8.3211,7.8389999999999995,-0.785,9.787,18.410999999999998,1.8905,6.3873,6.3873,5.9857,1.0976
145,405,2.2304,2.2304,2.1879,-2.898,19.1,36.4,8.5021,1.8332,1.8333,1.8138,5.9659
146,407,2.2787,2.2787,2.2395,-2.9019999999999997,17.473,33.256,8.3694,1.8931,1.8932,1.8738,5.9901
147,408,2.2293,2.2293,2.2293,-3.5069999999999997,47.98,73.267,10.4338,1.8792,1.8792,1.8792,7.6493
148,409,19.7238,19.7238,19.7238,-1.051,19.08,35.8,0.8916,14.5682,14.5682,14.5684,0.07
149,410,5.2674,5.2674,5.3411,-0.907,9.133,28.956,3.4130000000000003,4.1973,4.1974,4.2919,2.6404
150,412,14.5751,14.5751,8.3244,-1.094,192.0,253.433,1.1371,13.7626,13.7627,7.4419,0.9389
151,413,13.5362,13.5362,13.5362,-0.547,21.32,26.533,0.9309999999999999,10.1855,10.1855,10.1855,0.1117
152,415,36.4843,36.4843,36.4843,-0.376,20.18,26.733,0.9655,22.1573,22.1573,22.1573,0.2374
153,417,6.3969,6.3407,6.8881,-1.5230000000000001,29.406999999999996,45.744,2.1023,5.0855,5.0281,5.4612,0.9437
154,418,23.4042,23.4042,23.4042,-1.051,25.52,41.833,0.9751,17.2717,17.2716,17.2721,0.7709
155,419,22.8064,22.8064,22.8064,-1.1,29.66,47.233000000000004,0.8375,15.8192,15.8186,15.82,0.0711
156,420,8.9867,8.9867,9.1784,-1.061,38.2,50.833,1.9476,7.3122,7.3104,7.5129,1.4632
157,423,6.7643,6.7643,6.7643,-2.674,118.48,182.067,2.0536,6.0655,6.0656,6.0654,1.5258
158,424,7.2696,7.2696,7.2696,-1.063,19.24,39.266999999999996,2.4401,6.2014,6.2014,6.2014,1.8826
159,425,7.1393,7.1393,7.1393,-0.955,22.52,35.533,2.5997,5.5029,5.5028,5.5031,1.7974
160,489,10.8214,10.8214,10.8214,-0.221,-9.62,36.167,0.9011,7.9577,7.9581,7.9561,0.3527
161,490,9.6956,9.6956,9.6956,-0.015,127.0,133.36700000000002,1.9344,8.347000000000001,8.3467,8.3474,1.415
162,493,4.3853,4.3853,4.3853,-1.695,139.58,276.533,3.2089,3.5619,3.5621,3.5612,2.2105
163,494,9.7562,9.7431,9.7025,-0.22699999999999998,16.433,24.022,2.0553,7.1266,7.1006,7.0713,1.236
164,495,6.6267,6.6267,5.4425,-3.247,61.293,111.756,2.1537,5.8384,5.8383,4.8872,1.4046
165,497,3.2305,3.2305,5.3353,0.289,27.073,44.556000000000004,3.1439999999999997,2.6747,2.675,4.4549,2.4203
166,498,7.7985,7.7985,7.7985,-0.5,11.0,15.333,2.0078,5.2996,5.2996,5.2996,0.9932
167,500,10.6872,11.9348,10.9933,-0.607,12.8,25.2,1.1419,7.4592,8.325,7.7015,0.3068
168,501,7.5375,6.4832,6.7918,-0.88,15.24,22.933000000000003,2.5747,6.0624,5.3361,5.5538,1.9508
169,502,6.3663,5.7853,5.9683,-1.1079999999999999,18.533,33.522,4.0777,4.7337,4.3313,4.4604,2.4391
170,503,2.3073,2.3073,2.3073,-2.559,26.54,63.433,6.5817,1.7665,1.7664,1.7664,3.3886
171,505,3.5844,3.5844,3.2919,-4.135,62.446999999999996,131.778,6.6337,3.0182,3.0182,2.8067,5.2369
172,507,6.1751,6.1751,6.2299,-0.885,32.9,72.333,3.6163,4.7572,4.7572,4.8016,2.1123
173,508,3.8824,4.0738,4.0367,-0.085,15.732999999999999,43.156000000000006,3.4537,3.3788,3.4994,3.4691,2.2211
174,510,8.741,8.1662,7.3857,-0.4,11.007,20.410999999999998,1.7417,6.7331,6.1016,5.5811,1.2484
175,511,3.2618,3.2618,7.0012,0.128,32.06,53.1,3.0002,2.7861,2.7861,5.2819,2.1999
176,512,4.3819,4.3819,8.168,0.195,44.22,74.8,2.2398,3.404,3.404,6.5361,1.5238
177,513,3.4368,3.4368,7.3756,0.121,35.467,58.511,2.8759,2.8423,2.8423,5.8254,2.0134
178,514,7.4635,7.3791,8.8259,-2.396,57.553000000000004,145.689,2.6092,6.1715,6.1008,7.3293,1.8405
179,515,12.636,12.6191,11.6776,-0.907,22.066999999999997,59.611000000000004,1.1145,7.5887,7.5903,7.6877,0.2637
180,517,3.8999,4.1097,4.0179,-0.16699999999999998,22.386999999999997,50.443999999999996,3.3583,3.4867,3.6338,3.5306,2.4013
181,518,4.7031,4.7031,4.7031,-0.107,5.64,59.8,3.4864,4.1530000000000005,4.1541,4.151,2.7974
182,520,8.9511,8.9511,14.514000000000001,-1.003,26.973000000000003,40.422,1.4877,7.081,7.1563,8.7229,0.7237
183,521,9.5999,9.618,9.3032,-0.84,29.366999999999997,44.478,1.5509,7.3179,7.3311,7.1026,0.7839
184,522,6.2123,6.2123,6.2123,-2.0869999999999997,35.48,57.233000000000004,2.7674,5.3521,5.3527,5.3519,1.777
185,524,8.4542,8.4542,8.4542,-1.619,22.78,39.067,1.2336,7.9922,7.9926,7.9924,0.1792
186,527,20.4541,20.4053,26.5346,-0.61,31.386999999999997,43.044,0.0038,15.4347,16.1324,20.0419,0.0031
187,529,7.4681,7.4681,7.4681,-2.002,25.82,43.633,1.9329,6.6007,6.6005,6.6005,1.2581
188,530,11.3829,11.3829,10.6954,-0.5870000000000001,13.88,48.167,2.0569,5.0245,5.0228,5.1109,0.8293
189,533,33.6041,33.6041,33.6041,-1.453,144.14,249.533,0.8275,12.5187,12.5148,12.5198,0.0644
190,534,4.7599,4.7599,4.6063,-3.66,60.907,145.444,5.5278,3.8522,3.8522,3.6945,4.0694
191,537,6.6687,6.6687,6.6688,-1.349,45.48,65.0,3.3652,5.085,5.0865,5.079,2.1169
192,540,21.2713,23.1455,22.9202,-0.698,102.17299999999999,166.75599999999997,0.0474,21.5167,23.3433,23.3559,0.0299
193,541,4.2818,4.2818,8.2716,-0.064,21.526999999999997,42.611000000000004,2.3724,3.4547,3.455,6.5039,1.7962
194,542,6.6311,6.6311,5.4358,-3.23,64.42699999999999,117.711,2.5291,5.346,5.346,4.5416,1.3904
195,543,6.6092,6.6092,5.4167,-3.218,64.633,118.256,2.3872,5.3077,5.3077,4.459,1.421
196,545,23.0524,22.5146,18.7458,-0.223,15.82,32.033,1.2444,8.0831,8.0675,7.981,0.7662
197,548,3.7822,3.7857,3.8310000000000004,-3.2,62.093,131.856,6.4627,3.0407,3.0392,3.0186,4.6332
198,550,4.4015,4.5868,5.144,-0.24,39.62,73.033,2.5198,3.5718,3.7273,4.1948,1.1420000000000001
199,551,6.176,6.176,4.8907,-1.4769999999999999,71.513,164.989,1.1909,4.7693,4.7693,3.818,1.032
200,552,8.1853,8.1852,6.3984,-2.4130000000000003,52.76,151.267,2.8727,5.5592,5.5593,4.8116,1.9153
201,554,12.4425,20.2314,17.612000000000002,-0.736,32.387,52.111000000000004,0.4176,9.6335,10.5214,10.1159,0.0118
202,555,3.6292,3.6292,3.7298,-1.272,20.893,40.789,2.2479,2.8445,2.8445,2.8031,1.6732
203,556,34.1168,34.1169,28.6987,-0.196,146.16,184.7,0.0728,35.8244,35.8245,29.3394,0.0253
204,558,47.8166,47.8166,47.8166,-0.8190000000000001,21.72,77.3,0.0049,46.913000000000004,46.9175,46.9135,0.0025
205,559,48.2689,48.2689,48.2689,-0.871,27.04,85.56700000000001,0.0081,47.2388,47.2388,47.2388,0.004
206,565,23.6002,23.6002,23.6002,-0.188,46.96,57.467,0.6632,19.2447,19.2451,19.2409,0.0387
207,571,19.1912,19.1912,19.1912,-0.945,55.9,92.76700000000001,0.3093,18.2529,18.2529,18.253,0.0805
208,575,3.7665,3.7871,3.4361,-3.0810000000000004,66.533,100.322,6.4307,2.9495,2.9637,2.7225,4.5192
209,579,6.2449,6.1861,5.7882,-1.172,7.6129999999999995,36.789,2.156,4.9246,4.8803,4.6707,1.0649
210,588,4.5369,4.4581,4.4553,-1.105,20.4,66.567,1.6826,3.0044,2.9758,2.9748,0.5299
211,596,34.1168,34.1168,28.6987,-0.196,146.2,184.7,0.0728,35.823,35.8231,29.338,0.0254
212,602,9.1239,9.1239,7.3286,-0.19899999999999998,38.687,56.778,2.1971,6.2353,6.2353,4.7273,1.1556
213,606,10.6715,10.6715,8.1201,-2.735,43.22,77.067,1.0322,8.9598,8.9599,6.9254,0.0834
214,607,5.4318,5.4318,5.4259,-3.431,68.34,126.43299999999999,4.5442,4.4374,4.4363,4.4663,3.0951
215,608,5.3911,5.3911,5.3844,-3.446,70.167,128.878,4.5969,4.4027,4.4027,4.4284,3.125
216,609,5.3664,5.3664,5.3598,-3.4610000000000003,71.433,129.089,4.6238,4.3882,4.3882,4.4104,3.1551
217,610,5.3318,5.3318,5.3278,-3.47,72.847,131.944,4.6642,4.3619,4.3619,4.3826,3.1862
218,611,5.2883,5.2883,5.29,-3.4939999999999998,77.593,137.589,4.8336,4.2919,4.2919,4.3056,3.2228
219,612,8.1015,8.1015,8.1015,-1.909,90.22,196.36700000000002,1.6399,6.2474,6.2474,6.2474,1.4262
220,613,11.3896,11.3896,10.9064,-0.40399999999999997,12.507,37.744,1.7567,6.5584,6.558,6.682,0.7137
221,614,7.4209,7.7758,7.7445,0.172,4.247,9.744,2.9104,5.0368,5.2757,5.5653,2.3468
222,615,5.3146,5.3146,5.2958,-3.464,68.7,123.43299999999999,4.2780000000000005,4.5714,4.59,4.5581,3.1156
223,616,6.4838,6.4838,6.0146,-3.352,97.527,140.178,2.1691,5.6013,5.6014,5.2294,1.7488
224,617,4.3643,4.3643,4.3643,-1.599,22.64,58.133,5.064,3.5743,3.5743,3.5743,3.5821
225,618,5.84,5.84,5.84,-0.9520000000000001,13.9,36.667,3.4939999999999998,4.7875,4.7875,4.7875,2.4947
226,619,5.422000000000001,5.422000000000001,4.8953,-3.696,74.993,182.08900000000003,4.4798,4.4653,4.4653,4.0172,3.5655
227,620,4.5286,4.5286,4.3197,-3.8110000000000004,67.447,151.778,5.3653,3.8525,3.8537,3.6349,4.2095
228,621,4.6527,4.6527,4.4958,-3.772,67.28,150.433,5.734,3.767,3.7669,3.6059,4.2122
229,622,4.5948,4.5948,4.4351,-3.795,70.013,157.322,5.821000000000001,3.7133,3.7133,3.5499,4.2771
230,623,4.5548,4.5548,4.3922,-3.819,69.953,159.556,5.886,3.6851,3.6851,3.5168,4.3416
